order_id,customer_id,product_id,order_date,quantity,unit_price,revenue,payment_method,product_name,category,cost,age,gender,city,customer_segment,signup_date,profit,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
O00305,C0182,P029,2024-06-18,3,28556,85668,Cash,Product_29,Beauty,9253,54,Male,Hyderabad,Budget,2024-02-20,57909,37,8,821373,2,2,3,7,Potential Loyal
O00306,C0134,P075,2024-03-01,3,31393,94179,Net Banking,Product_75,Fashion,35158,60,Male,Delhi,Budget,2024-08-07,-11295,28,10,1069511,3,3,4,10,Loyal Customers
O00307,C0028,P082,2024-11-13,5,39031,195155,UPI,Product_82,Beauty,16720,22,Female,Pune,Budget,2024-08-27,111555,41,18,1392079,2,5,5,12,Loyal Customers
O00308,C0242,P025,2024-12-14,5,8852,44260,Net Banking,Product_25,Electronics,45738,33,Female,Hyderabad,Regular,2024-10-21,-184430,17,7,929104,4,1,3,8,Potential Loyal
O00309,C0272,P039,2024-03-18,4,4543,18172,Card,Product_39,Home,46622,26,Male,Delhi,Budget,2024-04-16,-168316,18,9,764773,4,2,2,8,Potential Loyal
O00310,C0103,P044,2024-08-22,4,38316,153264,Card,Product_44,Fashion,35670,44,Female,Pune,Budget,2024-05-31,10584,35,13,1121669,2,4,4,10,Loyal Customers
O00311,C0162,P092,2024-02-11,2,52048,104096,Net Banking,Product_92,Electronics,44541,62,Female,Chennai,Budget,2024-09-08,15014,20,10,760844,3,3,2,8,Potential Loyal
O00312,C0171,P081,2024-11-20,2,21539,43078,UPI,Product_81,Fashion,25356,32,Female,Mumbai,Regular,2024-01-08,-7634,0,11,994087,5,3,4,12,Loyal Customers
O00313,C0003,P058,2024-03-27,3,14722,44166,Card,Product_58,Home,26448,61,Male,Hyderabad,Regular,2024-01-17,-35178,61,12,856505,1,4,3,8,Potential Loyal
O00314,C0251,P098,2024-11-10,1,9480,9480,Net Banking,Product_98,Fashion,19457,30,Male,Hyderabad,Regular,2024-09-28,-9977,37,11,585956,2,3,1,6,At Risk
O00315,C0325,P055,2024-09-01,4,29116,116464,Net Banking,Product_55,Beauty,37121,62,Female,Delhi,Regular,2024-02-24,-32020,48,7,470018,2,1,1,4,At Risk
O00316,C0003,P005,2024-07-10,5,14068,70340,UPI,Product_5,Beauty,42359,61,Male,Hyderabad,Regular,2024-01-17,-141455,61,12,856505,1,4,3,8,Potential Loyal
O00317,C0457,P042,2024-01-10,5,13489,67445,UPI,Product_42,Sports,36390,41,Female,Hyderabad,Regular,2024-03-14,-114505,4,11,1047092,5,3,4,12,Loyal Customers
O00318,C0321,P094,2024-12-21,2,15828,31656,Cash,Product_94,Beauty,26862,45,Male,Pune,Premium,2024-06-09,-22068,10,12,1086024,4,4,4,12,Loyal Customers
O00319,C0160,P017,2024-09-14,1,26136,26136,Cash,Product_17,Home,1249,53,Male,Hyderabad,Premium,2024-02-13,24887,108,12,1610281,1,4,5,10,Loyal Customers
O00320,C0086,P009,2024-05-28,1,20542,20542,Net Banking,Product_9,Fashion,12609,33,Male,Bangalore,Budget,2024-07-27,7933,30,15,1301325,3,5,5,13,Champions
O00321,C0373,P067,2024-06-21,5,35348,176740,Net Banking,Product_67,Beauty,9375,63,Female,Mumbai,Premium,2024-01-20,129865,7,9,969137,5,2,3,10,Loyal Customers
O00322,C0455,P088,2024-09-07,2,23461,46922,Cash,Product_88,Fashion,16272,22,Female,Hyderabad,Regular,2024-10-08,14378,10,10,720365,4,3,2,9,Potential Loyal
O00323,C0385,P025,2024-07-25,2,54215,108430,UPI,Product_25,Electronics,45738,58,Female,Bangalore,Regular,2024-01-09,16954,96,10,811954,1,3,3,7,Potential Loyal
O00324,C0117,P029,2024-01-12,2,14840,29680,Card,Product_29,Beauty,9253,25,Female,Mumbai,Regular,2024-12-07,11174,7,14,1206755,5,5,5,15,Champions
O00325,C0064,P047,2024-11-23,1,25588,25588,Cash,Product_47,Fashion,8117,29,Male,Hyderabad,Premium,2024-12-11,17471,30,6,263149,3,1,1,5,At Risk
O00326,C0395,P069,2024-10-31,5,4184,20920,UPI,Product_69,Beauty,29895,39,Female,Delhi,Regular,2024-08-11,-128555,14,11,1040126,4,3,4,11,Loyal Customers
O00327,C0339,P014,2024-12-19,1,4161,4161,UPI,Product_14,Home,49898,59,Male,Hyderabad,Budget,2024-09-16,-45737,12,8,807508,4,2,3,9,Potential Loyal
O00328,C0214,P057,2024-10-07,4,9099,36396,Cash,Product_57,Electronics,47900,33,Female,Hyderabad,Premium,2024-07-15,-155204,35,9,708883,2,2,2,6,At Risk
O00329,C0243,P090,2024-12-21,2,14467,28934,UPI,Product_90,Electronics,39424,36,Female,Delhi,Budget,2024-07-21,-49914,10,17,1777229,4,5,5,14,Champions
O00330,C0155,P054,2024-09-23,1,44416,44416,Cash,Product_54,Electronics,37456,38,Male,Delhi,Regular,2024-08-18,6960,79,11,924990,1,3,3,7,Potential Loyal
O00331,C0319,P078,2024-02-23,2,28448,56896,UPI,Product_78,Beauty,20053,52,Male,Hyderabad,Budget,2024-12-08,16790,8,8,865530,5,2,3,10,Loyal Customers
O00332,C0145,P015,2024-04-11,1,33619,33619,Card,Product_15,Home,22102,55,Male,Bangalore,Budget,2024-12-12,11517,22,9,744944,3,2,2,7,Potential Loyal
O00333,C0399,P034,2024-07-02,5,14216,71080,Net Banking,Product_34,Sports,31356,29,Female,Bangalore,Premium,2024-02-10,-85700,15,15,1614418,4,5,5,14,Champions
O00334,C0152,P021,2024-09-11,1,36922,36922,Card,Product_21,Home,31000,63,Male,Pune,Premium,2024-09-24,5922,2,10,822820,5,3,3,11,Loyal Customers
O00335,C0353,P062,2024-01-02,3,16368,49104,UPI,Product_62,Electronics,23079,39,Male,Chennai,Budget,2024-12-16,-20133,31,10,822196,3,3,3,9,Potential Loyal
O00336,C0344,P012,2024-10-20,1,55737,55737,Net Banking,Product_12,Beauty,17590,20,Male,Chennai,Regular,2024-08-12,38147,58,8,673757,1,2,2,5,At Risk
O00337,C0077,P012,2024-02-21,5,5918,29590,Cash,Product_12,Beauty,17590,31,Female,Mumbai,Budget,2024-11-20,-58360,63,16,1098000,1,5,4,10,Loyal Customers
O00338,C0330,P030,2024-05-15,4,20400,81600,Net Banking,Product_30,Beauty,10539,40,Female,Chennai,Budget,2024-03-16,39444,49,8,754225,2,2,2,6,At Risk
O00339,C0026,P013,2024-01-21,2,58287,116574,Cash,Product_13,Beauty,15935,50,Female,Delhi,Premium,2024-02-26,84704,10,16,1640937,4,5,5,14,Champions
O00340,C0185,P087,2024-02-29,3,28918,86754,UPI,Product_87,Electronics,40799,28,Male,Pune,Regular,2024-12-18,-35643,45,8,658782,2,2,2,6,At Risk
O00341,C0436,P098,2024-03-11,1,1633,1633,Card,Product_98,Fashion,19457,58,Male,Pune,Budget,2024-10-06,-17824,11,16,1317676,4,5,5,14,Champions
O00342,C0169,P046,2024-05-17,4,41750,167000,UPI,Product_46,Beauty,34601,62,Male,Mumbai,Premium,2024-09-04,28596,2,8,751990,5,2,2,9,Potential Loyal
O00343,C0191,P044,2024-07-24,2,8460,16920,Net Banking,Product_44,Fashion,35670,21,Male,Bangalore,Budget,2024-10-18,-54420,8,13,1060325,5,4,4,13,Champions
O00344,C0493,P059,2024-07-16,3,55768,167304,Net Banking,Product_59,Fashion,697,23,Male,Hyderabad,Budget,2024-01-20,165213,1,14,1248075,5,5,5,15,Champions
O00345,C0410,P054,2024-03-08,2,8409,16818,UPI,Product_54,Electronics,37456,51,Female,Pune,Regular,2024-11-28,-58094,1,13,972880,5,4,3,12,Loyal Customers
O00346,C0483,P021,2024-10-29,1,28264,28264,Net Banking,Product_21,Home,31000,36,Male,Bangalore,Budget,2024-02-10,-2736,28,5,356179,3,1,1,5,At Risk
O00347,C0411,P073,2024-11-08,4,12879,51516,Net Banking,Product_73,Fashion,8274,35,Male,Delhi,Premium,2024-04-05,18420,5,11,713032,5,3,2,10,Loyal Customers
O00348,C0399,P046,2024-12-16,5,2888,14440,Card,Product_46,Beauty,34601,29,Female,Bangalore,Premium,2024-02-10,-158565,15,15,1614418,4,5,5,14,Champions
O00349,C0248,P063,2024-07-29,1,59169,59169,Net Banking,Product_63,Electronics,35965,59,Male,Bangalore,Regular,2024-01-18,23204,73,9,803282,1,2,3,6,At Risk
O00350,C0024,P009,2024-06-09,3,43924,131772,UPI,Product_9,Fashion,12609,52,Female,Chennai,Budget,2024-08-07,93945,5,12,1671125,5,4,5,14,Champions
O00351,C0361,P087,2024-10-22,5,51300,256500,Card,Product_87,Electronics,40799,44,Female,Chennai,Budget,2024-05-01,52505,24,12,1256589,3,4,5,12,Loyal Customers
O00352,C0490,P086,2024-09-24,3,35019,105057,UPI,Product_86,Beauty,2611,24,Male,Delhi,Budget,2024-03-21,97224,1,20,2035071,5,5,5,15,Champions
O00353,C0222,P085,2024-06-26,2,32583,65166,Net Banking,Product_85,Electronics,48015,60,Male,Pune,Premium,2024-03-05,-30864,21,10,877106,3,3,3,9,Potential Loyal
O00354,C0077,P072,2024-01-06,5,4576,22880,Card,Product_72,Home,9215,31,Female,Mumbai,Budget,2024-11-20,-23195,63,16,1098000,1,5,4,10,Loyal Customers
O00355,C0259,P061,2024-03-25,4,57978,231912,UPI,Product_61,Beauty,3468,19,Female,Hyderabad,Premium,2024-11-27,218040,11,7,978524,4,1,4,9,Potential Loyal
O00356,C0385,P063,2024-06-18,3,16787,50361,Cash,Product_63,Electronics,35965,58,Female,Bangalore,Regular,2024-01-09,-57534,96,10,811954,1,3,3,7,Potential Loyal
O00357,C0026,P065,2024-11-25,2,37077,74154,Net Banking,Product_65,Home,2579,50,Female,Delhi,Premium,2024-02-26,68996,10,16,1640937,4,5,5,14,Champions
O00358,C0207,P031,2024-08-15,1,31087,31087,Net Banking,Product_31,Sports,49503,31,Female,Hyderabad,Premium,2024-05-27,-18416,10,13,753902,4,4,2,10,Loyal Customers
O00359,C0046,P064,2024-03-01,4,21713,86852,Net Banking,Product_64,Beauty,5023,39,Male,Hyderabad,Premium,2024-05-22,66760,91,6,395689,1,1,1,3,At Risk
O00360,C0382,P084,2024-07-25,1,7726,7726,Net Banking,Product_84,Fashion,18564,57,Female,Mumbai,Budget,2024-08-01,-10838,130,8,644983,1,2,2,5,At Risk
O00361,C0019,P072,2024-02-16,5,1011,5055,Cash,Product_72,Home,9215,62,Male,Chennai,Regular,2024-01-29,-41020,4,15,1402324,5,5,5,15,Champions
O00362,C0456,P066,2024-12-01,5,14556,72780,Net Banking,Product_66,Fashion,27295,35,Male,Mumbai,Premium,2024-07-20,-63695,30,11,1243167,3,3,5,11,Loyal Customers
O00363,C0487,P044,2024-01-28,3,55087,165261,Card,Product_44,Fashion,35670,65,Male,Mumbai,Premium,2024-12-08,58251,11,10,874118,4,3,3,10,Loyal Customers
O00364,C0433,P059,2024-11-13,3,37710,113130,Net Banking,Product_59,Fashion,697,64,Female,Hyderabad,Premium,2024-01-15,111039,21,12,987688,3,4,4,11,Loyal Customers
O00365,C0367,P085,2024-08-19,3,47918,143754,UPI,Product_85,Electronics,48015,41,Male,Chennai,Budget,2024-03-04,-291,35,10,912579,2,3,3,8,Potential Loyal
O00366,C0050,P098,2024-06-23,2,1143,2286,Cash,Product_98,Fashion,19457,40,Female,Pune,Regular,2024-01-28,-36628,2,10,972541,5,3,3,11,Loyal Customers
O00367,C0425,P082,2024-09-24,3,36893,110679,Cash,Product_82,Beauty,16720,47,Female,Mumbai,Budget,2024-11-23,60519,54,13,1096473,2,4,4,10,Loyal Customers
O00368,C0360,P014,2024-03-25,1,59777,59777,Net Banking,Product_14,Home,49898,62,Male,Chennai,Regular,2024-01-23,9879,1,13,706134,5,4,2,11,Loyal Customers
O00369,C0072,P092,2024-05-10,4,8009,32036,Card,Product_92,Electronics,44541,40,Male,Mumbai,Regular,2024-05-25,-146128,113,10,1106682,1,3,4,8,Potential Loyal
O00370,C0097,P016,2024-08-22,4,15128,60512,Card,Product_16,Sports,38672,40,Female,Pune,Budget,2024-09-18,-94176,42,12,992977,2,4,4,10,Loyal Customers
O00371,C0367,P044,2024-07-31,1,50620,50620,UPI,Product_44,Fashion,35670,41,Male,Chennai,Budget,2024-03-04,14950,35,10,912579,2,3,3,8,Potential Loyal
O00372,C0475,P082,2024-08-18,5,9075,45375,Net Banking,Product_82,Beauty,16720,42,Female,Mumbai,Regular,2024-09-29,-38225,10,15,1502152,4,5,5,14,Champions
O00373,C0338,P076,2024-09-12,5,9823,49115,UPI,Product_76,Fashion,48200,20,Male,Bangalore,Regular,2024-02-09,-191885,7,11,1513414,5,3,5,13,Champions
O00374,C0272,P095,2024-08-09,1,37256,37256,Net Banking,Product_95,Sports,15857,26,Male,Delhi,Budget,2024-04-16,21399,18,9,764773,4,2,2,8,Potential Loyal
O00375,C0474,P066,2024-10-23,2,46338,92676,Card,Product_66,Fashion,27295,31,Female,Chennai,Regular,2024-09-26,38086,14,15,1404592,4,5,5,14,Champions
O00376,C0375,P017,2024-12-02,1,26389,26389,Cash,Product_17,Home,1249,48,Female,Hyderabad,Premium,2024-02-10,25140,26,13,1224470,3,4,5,12,Loyal Customers
O00377,C0259,P050,2024-12-20,4,40911,163644,Card,Product_50,Beauty,33947,19,Female,Hyderabad,Premium,2024-11-27,27856,11,7,978524,4,1,4,9,Potential Loyal
O00378,C0141,P051,2024-08-19,3,20278,60834,Card,Product_51,Beauty,4146,19,Male,Mumbai,Premium,2024-08-30,48396,40,13,1321494,2,4,5,11,Loyal Customers
O00379,C0071,P053,2024-09-19,5,46876,234380,Cash,Product_53,Beauty,27725,22,Male,Hyderabad,Regular,2024-03-08,95755,3,7,719955,5,1,2,8,Potential Loyal
O00380,C0432,P090,2024-06-09,5,57407,287035,Card,Product_90,Electronics,39424,55,Male,Mumbai,Budget,2024-11-15,89915,53,11,1060623,2,3,4,9,Potential Loyal
O00381,C0103,P027,2024-05-28,5,47817,239085,Cash,Product_27,Sports,24587,44,Female,Pune,Budget,2024-05-31,116150,35,13,1121669,2,4,4,10,Loyal Customers
O00382,C0472,P087,2024-11-28,2,47556,95112,Card,Product_87,Electronics,40799,31,Female,Hyderabad,Budget,2024-08-29,13514,25,15,1594511,3,5,5,13,Champions
O00383,C0258,P070,2024-02-29,3,47553,142659,Cash,Product_70,Electronics,25118,41,Male,Chennai,Premium,2024-08-29,67305,9,19,1676819,4,5,5,14,Champions
O00384,C0288,P062,2024-12-07,5,38397,191985,Net Banking,Product_62,Electronics,23079,24,Male,Chennai,Budget,2024-10-09,76590,6,16,1800035,5,5,5,15,Champions
O00385,C0346,P096,2024-08-04,5,19738,98690,UPI,Product_96,Electronics,14738,42,Female,Bangalore,Budget,2024-11-02,25000,16,6,538948,4,1,1,6,At Risk
O00386,C0268,P014,2024-03-15,1,25960,25960,UPI,Product_14,Home,49898,61,Female,Hyderabad,Budget,2024-07-02,-23938,57,10,1050105,1,3,4,8,Potential Loyal
O00387,C0344,P008,2024-03-23,2,18496,36992,Cash,Product_8,Electronics,26769,20,Male,Chennai,Regular,2024-08-12,-16546,58,8,673757,1,2,2,5,At Risk
O00388,C0350,P033,2024-02-01,2,56009,112018,Cash,Product_33,Sports,46502,60,Male,Bangalore,Regular,2024-12-01,19014,44,12,830272,2,4,3,9,Potential Loyal
O00389,C0105,P097,2024-07-02,5,3117,15585,Net Banking,Product_97,Sports,9683,42,Male,Hyderabad,Budget,2024-06-03,-32830,12,14,1428601,4,5,5,14,Champions
O00390,C0053,P079,2024-04-24,5,57678,288390,Net Banking,Product_79,Sports,44638,46,Male,Pune,Premium,2024-05-22,65200,35,11,1321511,2,3,5,10,Loyal Customers
O00391,C0122,P066,2024-12-06,3,46412,139236,UPI,Product_66,Fashion,27295,46,Male,Chennai,Regular,2024-04-30,57351,8,8,1004006,5,2,4,11,Loyal Customers
O00392,C0475,P049,2024-12-16,4,28300,113200,Cash,Product_49,Electronics,32535,42,Female,Mumbai,Regular,2024-09-29,-16940,10,15,1502152,4,5,5,14,Champions
O00393,C0495,P071,2024-05-08,1,1849,1849,Card,Product_71,Sports,45243,49,Male,Chennai,Regular,2024-01-20,-43394,11,11,865168,4,3,3,10,Loyal Customers
O00394,C0318,P100,2024-04-25,4,55393,221572,Cash,Product_100,Sports,21399,49,Female,Mumbai,Premium,2024-07-13,135976,51,12,1543948,2,4,5,11,Loyal Customers
O00395,C0387,P076,2024-11-04,5,49395,246975,Card,Product_76,Fashion,48200,58,Male,Hyderabad,Budget,2024-06-19,5975,4,7,845131,5,1,3,9,Potential Loyal
O00396,C0398,P093,2024-08-17,2,20279,40558,Card,Product_93,Electronics,16538,23,Female,Delhi,Regular,2024-11-04,7482,92,7,693115,1,1,2,4,At Risk
O00397,C0350,P010,2024-09-20,2,12389,24778,UPI,Product_10,Home,31790,60,Male,Bangalore,Regular,2024-12-01,-38802,44,12,830272,2,4,3,9,Potential Loyal
O00398,C0194,P006,2024-10-11,4,19291,77164,Cash,Product_6,Sports,28529,49,Female,Delhi,Budget,2024-01-21,-36952,5,15,921921,5,5,3,13,Champions
O00399,C0067,P021,2024-05-10,5,56444,282220,UPI,Product_21,Home,31000,60,Female,Bangalore,Premium,2024-12-08,127220,20,8,807864,3,2,3,8,Potential Loyal
O00400,C0170,P060,2024-03-19,2,3617,7234,Cash,Product_60,Electronics,38400,35,Female,Delhi,Premium,2024-05-31,-69566,64,12,1149748,1,4,4,9,Potential Loyal
O00401,C0306,P007,2024-12-04,5,56256,281280,Cash,Product_7,Electronics,21991,19,Male,Chennai,Budget,2024-04-20,171325,5,12,1444389,5,4,5,14,Champions
O00402,C0252,P074,2024-02-07,5,24467,122335,Cash,Product_74,Beauty,35709,50,Female,Mumbai,Regular,2024-09-03,-56210,34,14,1530247,2,5,5,12,Loyal Customers
O00403,C0270,P029,2024-02-04,2,35118,70236,Card,Product_29,Beauty,9253,47,Male,Chennai,Premium,2024-11-24,51730,26,8,939164,3,2,3,8,Potential Loyal
O00404,C0213,P070,2024-02-17,5,27438,137190,Cash,Product_70,Electronics,25118,63,Female,Pune,Regular,2024-08-29,11600,20,12,1188987,3,4,4,11,Loyal Customers
O00405,C0114,P028,2024-07-03,3,22696,68088,Cash,Product_28,Fashion,14973,63,Female,Pune,Regular,2024-05-04,23169,0,16,1548440,5,5,5,15,Champions
O00406,C0112,P097,2024-08-31,5,35766,178830,UPI,Product_97,Sports,9683,20,Male,Pune,Budget,2024-02-07,130415,4,11,1108279,5,3,4,12,Loyal Customers
O00407,C0059,P086,2024-05-03,3,30207,90621,Card,Product_86,Beauty,2611,36,Female,Chennai,Budget,2024-10-11,82788,56,14,1232247,1,5,5,11,Loyal Customers
O00408,C0491,P006,2024-02-28,3,25993,77979,Net Banking,Product_6,Sports,28529,44,Female,Pune,Budget,2024-04-12,-7608,72,15,1358011,1,5,5,11,Loyal Customers
O00409,C0132,P070,2024-09-21,3,2619,7857,Cash,Product_70,Electronics,25118,60,Female,Chennai,Premium,2024-08-27,-67497,37,7,706208,2,1,2,5,At Risk
O00410,C0264,P066,2024-01-23,4,32903,131612,Cash,Product_66,Fashion,27295,60,Female,Hyderabad,Budget,2024-03-20,22432,28,5,387749,3,1,1,5,At Risk
O00411,C0460,P084,2024-09-20,2,21992,43984,UPI,Product_84,Fashion,18564,51,Female,Mumbai,Budget,2024-09-20,6856,20,7,377579,3,1,1,5,At Risk
O00412,C0486,P013,2024-10-02,2,51680,103360,UPI,Product_13,Beauty,15935,62,Female,Mumbai,Premium,2024-11-11,71490,75,8,541142,1,2,1,4,At Risk
O00413,C0321,P009,2024-11-18,2,44931,89862,Card,Product_9,Fashion,12609,45,Male,Pune,Premium,2024-06-09,64644,10,12,1086024,4,4,4,12,Loyal Customers
O00414,C0443,P088,2024-02-23,4,55766,223064,Card,Product_88,Fashion,16272,38,Male,Pune,Premium,2024-05-16,157976,34,5,562850,2,1,1,4,At Risk
O00415,C0276,P090,2024-02-06,4,43373,173492,Card,Product_90,Electronics,39424,19,Male,Delhi,Regular,2024-05-01,15796,29,12,1038698,3,4,4,11,Loyal Customers
O00416,C0013,P059,2024-02-14,3,3482,10446,UPI,Product_59,Fashion,697,22,Male,Chennai,Premium,2024-05-28,8355,29,9,652911,3,2,2,7,Potential Loyal
O00417,C0028,P023,2024-02-06,3,37574,112722,Card,Product_23,Sports,45462,22,Female,Pune,Budget,2024-08-27,-23664,41,18,1392079,2,5,5,12,Loyal Customers
O00418,C0467,P034,2024-08-18,4,26430,105720,Net Banking,Product_34,Sports,31356,59,Male,Chennai,Premium,2024-10-25,-19704,125,6,799618,1,1,2,4,At Risk
O00419,C0222,P041,2024-12-10,1,26526,26526,UPI,Product_41,Electronics,7853,60,Male,Pune,Premium,2024-03-05,18673,21,10,877106,3,3,3,9,Potential Loyal
O00420,C0274,P001,2024-10-26,5,5144,25720,UPI,Product_1,Home,1423,56,Male,Bangalore,Premium,2024-03-07,18605,14,8,864392,4,2,3,9,Potential Loyal
O00421,C0359,P010,2024-02-24,3,33953,101859,Cash,Product_10,Home,31790,26,Female,Mumbai,Premium,2024-04-02,6489,44,11,1271434,2,3,5,10,Loyal Customers
O00422,C0403,P088,2024-02-14,3,40751,122253,Cash,Product_88,Fashion,16272,57,Female,Bangalore,Budget,2024-01-30,73437,4,14,2003374,5,5,5,15,Champions
O00423,C0392,P057,2024-12-04,4,26894,107576,UPI,Product_57,Electronics,47900,20,Female,Bangalore,Budget,2024-07-22,-84024,27,7,653885,3,1,2,6,At Risk
O00424,C0243,P021,2024-03-10,5,15409,77045,Net Banking,Product_21,Home,31000,36,Female,Delhi,Budget,2024-07-21,-77955,10,17,1777229,4,5,5,14,Champions
O00425,C0408,P070,2024-03-14,3,42552,127656,Cash,Product_70,Electronics,25118,20,Male,Chennai,Regular,2024-07-08,52302,50,9,681046,2,2,2,6,At Risk
O00426,C0347,P094,2024-10-10,3,1730,5190,Card,Product_94,Beauty,26862,21,Female,Delhi,Regular,2024-02-18,-75396,23,7,453046,3,1,1,5,At Risk
O00427,C0064,P006,2024-11-01,1,38533,38533,Net Banking,Product_6,Sports,28529,29,Male,Hyderabad,Premium,2024-12-11,10004,30,6,263149,3,1,1,5,At Risk
O00428,C0276,P071,2024-04-17,1,20968,20968,Cash,Product_71,Sports,45243,19,Male,Delhi,Regular,2024-05-01,-24275,29,12,1038698,3,4,4,11,Loyal Customers
O00429,C0109,P053,2024-03-23,5,10335,51675,Card,Product_53,Beauty,27725,60,Male,Bangalore,Budget,2024-12-05,-86950,35,11,864734,2,3,3,8,Potential Loyal
O00430,C0114,P079,2024-02-28,3,13735,41205,Card,Product_79,Sports,44638,63,Female,Pune,Regular,2024-05-04,-92709,0,16,1548440,5,5,5,15,Champions
O00431,C0344,P073,2024-10-08,1,56796,56796,Net Banking,Product_73,Fashion,8274,20,Male,Chennai,Regular,2024-08-12,48522,58,8,673757,1,2,2,5,At Risk
O00432,C0331,P071,2024-12-09,1,20048,20048,UPI,Product_71,Sports,45243,33,Male,Mumbai,Regular,2024-04-11,-25195,0,7,283960,5,1,1,7,Potential Loyal
O00433,C0129,P013,2024-10-24,2,48552,97104,Net Banking,Product_13,Beauty,15935,37,Female,Pune,Budget,2024-10-06,65234,42,9,908276,2,2,3,7,Potential Loyal
O00434,C0488,P043,2024-12-09,3,9402,28206,Card,Product_43,Sports,13748,51,Male,Chennai,Premium,2024-01-27,-13038,22,13,948053,3,4,3,10,Loyal Customers
O00435,C0052,P037,2024-04-09,5,5574,27870,Cash,Product_37,Sports,5865,24,Male,Mumbai,Premium,2024-10-01,-1455,41,17,1364625,2,5,5,12,Loyal Customers
O00436,C0249,P058,2024-12-03,3,41392,124176,Cash,Product_58,Home,26448,55,Female,Chennai,Premium,2024-02-16,44832,5,11,492744,5,3,1,9,Potential Loyal
O00437,C0356,P075,2024-10-17,2,38064,76128,Cash,Product_75,Fashion,35158,29,Male,Bangalore,Regular,2024-04-08,5812,1,12,1453967,5,4,5,14,Champions
O00438,C0414,P041,2024-01-03,4,12051,48204,Cash,Product_41,Electronics,7853,62,Female,Mumbai,Premium,2024-03-10,16792,18,12,1124551,4,4,4,12,Loyal Customers
O00439,C0127,P029,2024-07-03,4,19132,76528,Card,Product_29,Beauty,9253,44,Female,Hyderabad,Budget,2024-01-11,39516,22,9,1049489,3,2,4,9,Potential Loyal
O00440,C0348,P094,2024-09-02,3,58533,175599,Net Banking,Product_94,Beauty,26862,53,Female,Bangalore,Regular,2024-12-02,95013,18,7,633006,4,1,2,7,Potential Loyal
O00441,C0229,P046,2024-10-09,3,32914,98742,UPI,Product_46,Beauty,34601,58,Female,Mumbai,Budget,2024-02-16,-5061,8,9,968263,5,2,3,10,Loyal Customers
O00442,C0090,P083,2024-05-23,5,6372,31860,Card,Product_83,Fashion,23185,24,Female,Delhi,Regular,2024-04-23,-84065,23,9,870371,3,2,3,8,Potential Loyal
O00443,C0457,P069,2024-11-16,2,18251,36502,UPI,Product_69,Beauty,29895,41,Female,Hyderabad,Regular,2024-03-14,-23288,4,11,1047092,5,3,4,12,Loyal Customers
O00444,C0373,P010,2024-09-16,1,56678,56678,UPI,Product_10,Home,31790,63,Female,Mumbai,Premium,2024-01-20,24888,7,9,969137,5,2,3,10,Loyal Customers
O00445,C0417,P075,2024-10-29,5,27550,137750,Card,Product_75,Fashion,35158,22,Female,Bangalore,Premium,2024-12-30,-38040,22,7,767709,3,1,2,6,At Risk
O00446,C0465,P005,2024-10-05,5,18079,90395,Net Banking,Product_5,Beauty,42359,25,Female,Hyderabad,Regular,2024-12-18,-121400,16,8,483045,4,2,1,7,Potential Loyal
O00447,C0335,P100,2024-07-19,2,24974,49948,Card,Product_100,Sports,21399,46,Male,Pune,Regular,2024-11-19,7150,119,5,180361,1,1,1,3,At Risk
O00448,C0457,P099,2024-05-28,5,49052,245260,Card,Product_99,Sports,48440,41,Female,Hyderabad,Regular,2024-03-14,3060,4,11,1047092,5,3,4,12,Loyal Customers
O00449,C0238,P065,2024-07-22,5,6934,34670,Cash,Product_65,Home,2579,47,Female,Chennai,Budget,2024-03-21,21775,2,14,1517733,5,5,5,15,Champions
O00450,C0258,P002,2024-11-10,2,56573,113146,Card,Product_2,Sports,19834,41,Male,Chennai,Premium,2024-08-29,73478,9,19,1676819,4,5,5,14,Champions
O00451,C0388,P066,2024-03-22,2,30243,60486,Card,Product_66,Fashion,27295,26,Male,Bangalore,Budget,2024-06-22,5896,40,16,1061392,2,5,4,11,Loyal Customers
O00452,C0290,P073,2024-09-04,2,49229,98458,Cash,Product_73,Fashion,8274,44,Female,Pune,Regular,2024-07-31,81910,15,15,1117859,4,5,4,13,Champions
O00453,C0021,P029,2024-02-02,4,16187,64748,Cash,Product_29,Beauty,9253,22,Male,Hyderabad,Budget,2024-06-10,27736,195,6,463236,1,1,1,3,At Risk
O00454,C0190,P030,2024-04-15,1,44816,44816,Cash,Product_30,Beauty,10539,32,Male,Bangalore,Premium,2024-02-06,34277,3,13,822819,5,4,3,12,Loyal Customers
O00455,C0199,P061,2024-01-24,4,58773,235092,UPI,Product_61,Beauty,3468,45,Female,Delhi,Regular,2024-06-27,221220,8,12,1132349,5,4,4,13,Champions
O00456,C0333,P042,2024-09-23,1,47120,47120,Cash,Product_42,Sports,36390,58,Female,Pune,Budget,2024-10-23,10730,29,11,649697,3,3,2,8,Potential Loyal
O00457,C0428,P095,2024-10-05,3,38921,116763,Card,Product_95,Sports,15857,28,Male,Bangalore,Budget,2024-04-25,69192,18,16,1409309,4,5,5,14,Champions
O00458,C0193,P084,2024-10-27,4,24940,99760,UPI,Product_84,Fashion,18564,37,Female,Bangalore,Budget,2024-10-03,25504,22,14,1154224,3,5,4,12,Loyal Customers
