order_id,customer_id,product_id,order_date,quantity,unit_price,revenue,profit,payment_method
O01069,C0434,P077,2024-06-12,4,52946,211784,208876,Net Banking
O01070,C0245,P095,2024-03-29,2,18083,36166,4452,Cash
O01071,C0410,P037,2024-07-31,2,6531,13062,1332,Cash
O01072,C0094,P051,2024-10-19,4,55701,222804,206220,Card
O01073,C0011,P003,2024-11-09,5,43408,217040,-6445,Card
O01074,C0465,P012,2024-05-14,4,13993,55972,-14388,Card
O01075,C0026,P052,2024-11-03,5,29108,145540,99805,Cash
O01076,C0077,P012,2024-10-17,3,12149,36447,-16323,UPI
O01077,C0008,P092,2024-08-20,5,29518,147590,-75115,Net Banking
O01078,C0061,P029,2024-05-16,2,13487,26974,8468,Cash
O01079,C0383,P064,2024-08-08,4,9532,38128,18036,Card
O01080,C0308,P028,2024-12-12,3,48625,145875,100956,Card
O01081,C0215,P024,2024-03-15,4,52934,211736,25304,UPI
O01082,C0149,P034,2024-08-18,2,41480,82960,20248,Card
O01083,C0190,P075,2024-01-06,4,6618,26472,-114160,Net Banking
O01084,C0069,P042,2024-04-18,4,46013,184052,38492,Net Banking
O01085,C0363,P055,2024-02-07,5,17792,88960,-96645,UPI
O01086,C0286,P008,2024-04-30,1,22814,22814,-3955,Net Banking
O01087,C0466,P046,2024-11-02,5,44960,224800,51795,UPI
O01088,C0003,P033,2024-07-14,5,41609,208045,-24465,Cash
O01089,C0203,P086,2024-10-13,3,9666,28998,21165,UPI
O01090,C0298,P023,2024-09-14,3,12132,36396,-99990,Net Banking
O01091,C0477,P044,2024-02-15,4,9645,38580,-104100,Cash
O01092,C0364,P068,2024-05-13,4,10292,41168,-58992,UPI
O01093,C0161,P006,2024-05-23,2,33716,67432,10374,Cash
O01094,C0475,P056,2024-05-14,3,58470,175410,41640,Cash
O01095,C0265,P041,2024-03-25,4,59502,238008,206596,Cash
O01096,C0378,P063,2024-12-02,2,37416,74832,2902,Net Banking
O01097,C0028,P025,2024-04-27,2,4576,9152,-82324,Card
O01098,C0019,P061,2024-12-27,3,11718,35154,24750,Net Banking
O01099,C0224,P015,2024-08-14,4,3673,14692,-73716,Cash
O01100,C0364,P072,2024-09-09,4,30999,123996,87136,UPI
O01101,C0434,P093,2024-06-27,2,9103,18206,-14870,UPI
O01102,C0105,P037,2024-03-27,2,55719,111438,99708,Cash
O01103,C0289,P085,2024-10-25,5,14919,74595,-165480,UPI
O01104,C0270,P099,2024-08-01,5,12833,64165,-178035,UPI
O01105,C0127,P099,2024-02-18,4,45361,181444,-12316,Cash
O01106,C0014,P037,2024-07-10,1,26832,26832,20967,UPI
O01107,C0429,P042,2024-02-11,2,2892,5784,-66996,Net Banking
O01108,C0426,P091,2024-11-17,4,30756,123024,3996,Cash
O01109,C0305,P085,2024-01-23,1,22589,22589,-25426,Net Banking
O01110,C0167,P094,2024-04-18,5,9475,47375,-86935,UPI
O01111,C0411,P083,2024-01-29,3,22179,66537,-3018,UPI
O01112,C0281,P078,2024-07-23,4,7065,28260,-51952,Cash
O01113,C0092,P031,2024-01-11,4,6845,27380,-170632,Card
O01114,C0084,P050,2024-11-27,4,19673,78692,-57096,Card
O01115,C0062,P039,2024-08-09,4,53500,214000,27512,Cash
O01116,C0463,P088,2024-07-02,5,9604,48020,-33340,UPI
O01117,C0427,P048,2024-09-07,5,14098,70490,-166925,Net Banking
O01118,C0454,P050,2024-10-15,4,18595,74380,-61408,Net Banking
O01119,C0047,P097,2024-07-07,4,54149,216596,177864,Card
O01120,C0223,P081,2024-01-21,4,7091,28364,-73060,Cash
O01121,C0499,P060,2024-12-17,2,43441,86882,10082,Card
O01122,C0477,P064,2024-11-27,5,42258,211290,186175,UPI
O01123,C0149,P060,2024-09-01,4,6189,24756,-128844,Cash
O01124,C0077,P017,2024-05-07,3,56151,168453,164706,Net Banking
O01125,C0152,P073,2024-02-09,1,37109,37109,28835,UPI
O01126,C0263,P014,2024-07-30,5,28847,144235,-105255,UPI
O01127,C0238,P085,2024-05-09,5,54269,271345,31270,Cash
O01128,C0131,P075,2024-09-14,1,51374,51374,16216,UPI
O01129,C0059,P095,2024-04-03,4,12767,51068,-12360,Net Banking
O01130,C0024,P011,2024-12-26,4,58459,233836,166812,Cash
O01131,C0161,P076,2024-12-09,4,50633,202532,9732,Net Banking
O01132,C0320,P034,2024-04-05,3,58104,174312,80244,Card
O01133,C0095,P011,2024-12-10,5,17994,89970,6190,UPI
O01134,C0223,P069,2024-07-21,1,1383,1383,-28512,UPI
O01135,C0007,P022,2024-12-20,4,31157,124628,80760,Net Banking
O01136,C0445,P085,2024-09-06,5,48573,242865,2790,Cash
O01137,C0317,P079,2024-12-10,3,46263,138789,4875,Net Banking
O01138,C0412,P039,2024-03-10,1,9197,9197,-37425,UPI
O01139,C0098,P015,2024-04-06,1,46615,46615,24513,UPI
O01140,C0108,P062,2024-05-03,2,43581,87162,41004,Net Banking
O01141,C0432,P081,2024-02-14,5,13511,67555,-59225,Cash
O01142,C0395,P060,2024-08-04,2,32063,64126,-12674,UPI
O01143,C0060,P022,2024-12-25,2,49416,98832,76898,Net Banking
O01144,C0494,P063,2024-08-18,4,2286,9144,-134716,Card
O01145,C0104,P038,2024-07-19,5,55358,276790,127900,UPI
O01146,C0171,P002,2024-12-31,1,42314,42314,22480,Net Banking
O01147,C0213,P064,2024-10-10,5,40048,200240,175125,Cash
O01148,C0019,P063,2024-09-19,4,32857,131428,-12432,Net Banking
O01149,C0119,P092,2024-01-10,1,35623,35623,-8918,Net Banking
O01150,C0296,P041,2024-05-17,5,5162,25810,-13455,Net Banking
O01151,C0456,P061,2024-11-14,1,33426,33426,29958,Cash
O01152,C0230,P090,2024-03-23,4,2363,9452,-148244,Cash
O01153,C0372,P025,2024-08-12,4,23534,94136,-88816,Card
O01154,C0260,P029,2024-06-22,5,45890,229450,183185,Net Banking
O01155,C0068,P038,2024-12-10,4,28319,113276,-5836,Cash
O01156,C0408,P061,2024-04-16,2,41753,83506,76570,Cash
O01157,C0354,P096,2024-09-04,1,44716,44716,29978,Card
O01158,C0089,P026,2024-09-08,2,40698,81396,-3320,UPI
O01159,C0407,P054,2024-04-30,4,20900,83600,-66224,Card
O01160,C0286,P007,2024-05-13,1,24513,24513,2522,Cash
O01161,C0347,P021,2024-09-14,2,55260,110520,48520,UPI
O01162,C0414,P009,2024-02-28,3,29221,87663,49836,Card
O01163,C0062,P072,2024-05-12,2,32874,65748,47318,Cash
O01164,C0402,P046,2024-10-12,1,51468,51468,16867,Cash
O01165,C0459,P020,2024-12-08,5,40602,203010,180155,UPI
O01166,C0362,P007,2024-08-22,4,53362,213448,125484,UPI
O01167,C0500,P014,2024-02-22,5,40954,204770,-44720,UPI
O01168,C0260,P014,2024-03-01,2,42282,84564,-15232,Card
O01169,C0467,P047,2024-05-29,2,48733,97466,81232,Net Banking
O01170,C0391,P065,2024-02-20,4,49008,196032,185716,Card
O01171,C0332,P047,2024-03-11,3,54684,164052,139701,UPI
O01172,C0435,P026,2024-01-04,4,28246,112984,-56448,Card
O01173,C0428,P061,2024-09-15,3,19792,59376,48972,Card
O01174,C0044,P035,2024-07-31,3,47871,143613,11547,Cash
O01175,C0323,P086,2024-09-28,2,10935,21870,16648,Net Banking
O01176,C0404,P030,2024-08-07,2,53544,107088,86010,Net Banking
O01177,C0471,P053,2024-09-21,4,56862,227448,116548,Cash
O01178,C0484,P004,2024-01-06,4,10541,42164,-5840,UPI
O01179,C0044,P044,2024-03-25,3,27322,81966,-25044,Net Banking
O01180,C0032,P051,2024-11-24,1,44265,44265,40119,Card
O01181,C0463,P074,2024-12-31,1,42393,42393,6684,Cash
O01182,C0215,P052,2024-06-04,5,58248,291240,245505,Cash
O01183,C0466,P045,2024-05-23,1,55198,55198,43915,Card
O01184,C0359,P052,2024-04-15,4,43197,172788,136200,Net Banking
O01185,C0358,P045,2024-04-11,4,51816,207264,162132,Cash
O01186,C0044,P005,2024-07-18,5,22921,114605,-97190,Card
O01187,C0267,P070,2024-02-17,3,15007,45021,-30333,Cash
O01188,C0267,P044,2024-01-15,2,2534,5068,-66272,Cash
O01189,C0124,P100,2024-08-04,3,48612,145836,81639,UPI
O01190,C0375,P008,2024-11-17,3,18023,54069,-26238,Cash
O01191,C0064,P007,2024-06-01,1,30408,30408,8417,UPI
O01192,C0233,P044,2024-10-24,2,53781,107562,36222,Card
O01193,C0180,P039,2024-10-20,3,44707,134121,-5745,Card
O01194,C0366,P049,2024-05-06,5,49333,246665,83990,UPI
O01195,C0168,P067,2024-07-03,5,13619,68095,21220,Net Banking
O01196,C0051,P019,2024-07-29,4,55292,221168,37564,UPI
O01197,C0048,P008,2024-03-07,4,59229,236916,129840,Net Banking
O01198,C0110,P058,2024-12-12,1,25202,25202,-1246,Net Banking
O01199,C0302,P072,2024-07-21,5,52041,260205,214130,Cash
O01200,C0300,P064,2024-12-18,4,29841,119364,99272,Net Banking
O01201,C0375,P054,2024-09-15,2,10459,20918,-53994,Card
O01202,C0249,P092,2024-12-26,4,9479,37916,-140248,UPI
O01203,C0356,P028,2024-01-17,4,32021,128084,68192,Card
O01204,C0484,P072,2024-11-04,3,8783,26349,-1296,Net Banking
O01205,C0057,P016,2024-05-28,3,38471,115413,-603,UPI
O01206,C0268,P020,2024-06-05,1,25344,25344,20773,Cash
O01207,C0156,P038,2024-03-14,4,2833,11332,-107780,Card
O01208,C0402,P076,2024-06-05,4,4188,16752,-176048,Cash
O01209,C0111,P024,2024-03-03,4,1136,4544,-181888,Cash
O01210,C0035,P006,2024-10-20,4,32534,130136,16020,Cash
O01211,C0290,P058,2024-07-12,3,52206,156618,77274,Net Banking
O01212,C0428,P093,2024-03-11,5,9703,48515,-34175,Net Banking
O01213,C0390,P058,2024-06-15,4,10763,43052,-62740,UPI
O01214,C0410,P080,2024-07-17,5,27845,139225,-2250,Card
O01215,C0461,P051,2024-01-24,3,36454,109362,96924,Net Banking
O01216,C0377,P036,2024-03-25,1,57751,57751,41034,UPI
O01217,C0293,P081,2024-11-26,3,37768,113304,37236,UPI
O01218,C0330,P072,2024-11-12,1,13610,13610,4395,UPI
O01219,C0491,P073,2024-08-31,5,13412,67060,25690,UPI
O01220,C0062,P085,2024-01-10,5,12779,63895,-176180,Cash
O01221,C0403,P027,2024-12-27,2,55374,110748,61574,Net Banking
O01222,C0044,P069,2024-07-24,5,21999,109995,-39480,UPI
O01223,C0252,P003,2024-04-02,3,29640,88920,-45171,Net Banking
O01224,C0013,P068,2024-05-11,3,26035,78105,2985,UPI
O01225,C0059,P013,2024-05-26,5,12020,60100,-19575,Card
O01226,C0094,P033,2024-06-06,1,11107,11107,-35395,Net Banking
O01227,C0348,P022,2024-06-15,1,41270,41270,30303,Card
O01228,C0014,P092,2024-07-18,1,20531,20531,-24010,UPI
O01229,C0164,P019,2024-06-14,4,59524,238096,54492,Cash
O01230,C0193,P016,2024-05-02,1,14274,14274,-24398,Card
O01231,C0253,P066,2024-02-28,5,26234,131170,-5305,Cash
O01232,C0032,P041,2024-07-27,4,37249,148996,117584,UPI
O01233,C0248,P004,2024-04-29,4,42519,170076,122072,UPI
O01234,C0138,P071,2024-02-21,5,45243,226215,0,Card
O01235,C0391,P072,2024-10-17,2,20963,41926,23496,Net Banking
O01236,C0229,P011,2024-03-13,5,14333,71665,-12115,Cash
O01237,C0277,P022,2024-08-04,2,36227,72454,50520,Net Banking
O01238,C0022,P001,2024-11-13,4,55353,221412,215720,Cash
O01239,C0335,P022,2024-09-03,1,4943,4943,-6024,Cash
O01240,C0307,P033,2024-11-19,4,24030,96120,-89888,Card
O01241,C0300,P066,2024-03-23,3,3980,11940,-69945,UPI
O01242,C0154,P012,2024-03-03,4,46772,187088,116728,Card
O01243,C0372,P072,2024-08-09,3,58558,175674,148029,Card
O01244,C0313,P065,2024-12-15,3,58929,176787,169050,Cash
O01245,C0326,P034,2024-05-05,4,18892,75568,-49856,Cash
O01246,C0175,P027,2024-06-17,4,40289,161156,62808,UPI
O01247,C0468,P089,2024-01-02,2,43365,86730,76912,Net Banking
O01248,C0003,P002,2024-10-11,2,28077,56154,16486,Net Banking
O01249,C0391,P051,2024-11-28,5,6318,31590,10860,UPI
O01250,C0276,P004,2024-03-04,4,45056,180224,132220,Cash
O01251,C0498,P049,2024-07-17,5,24459,122295,-40380,Card
O01252,C0430,P099,2024-08-24,1,9176,9176,-39264,Cash
O01253,C0480,P025,2024-04-23,4,1613,6452,-176500,UPI
O01254,C0389,P036,2024-02-16,3,13550,40650,-9501,Cash
O01255,C0414,P092,2024-09-09,2,16352,32704,-56378,Cash
O01256,C0019,P036,2024-12-27,4,47140,188560,121692,Card
O01257,C0004,P026,2024-05-22,4,8270,33080,-136352,Net Banking
O01258,C0088,P071,2024-10-16,2,44243,88486,-2000,Card
O01259,C0034,P076,2024-02-03,2,49888,99776,3376,Card
O01260,C0133,P073,2024-09-24,2,58737,117474,100926,Cash
O01261,C0099,P087,2024-12-13,1,46415,46415,5616,Cash
O01262,C0349,P072,2024-08-06,4,1128,4512,-32348,UPI
O01263,C0438,P042,2024-07-27,4,56334,225336,79776,Cash
O01264,C0063,P088,2024-09-10,5,31578,157890,76530,Cash
O01265,C0265,P098,2024-04-24,1,58920,58920,39463,UPI
O01266,C0143,P054,2024-06-10,5,30416,152080,-35200,UPI
O01267,C0201,P025,2024-10-19,3,6361,19083,-118131,UPI
O01268,C0378,P029,2024-05-07,4,5878,23512,-13500,Card
O01269,C0085,P043,2024-11-16,3,5118,15354,-25890,UPI
O01270,C0015,P062,2024-01-13,4,53956,215824,123508,Cash
O01271,C0431,P033,2024-08-30,2,8067,16134,-76870,Card
O01272,C0491,P044,2024-06-19,1,54846,54846,19176,Card
O01273,C0484,P010,2024-08-12,5,41603,208015,49065,UPI
O01274,C0321,P058,2024-02-13,5,9180,45900,-86340,UPI
O01275,C0470,P005,2024-12-21,4,21531,86124,-83312,UPI
O01276,C0401,P017,2024-08-14,1,53585,53585,52336,UPI
O01277,C0155,P079,2024-02-22,4,5311,21244,-157308,UPI
O01278,C0287,P007,2024-07-14,3,56700,170100,104127,Net Banking
O01279,C0050,P080,2024-11-02,4,16277,65108,-48072,UPI
O01280,C0233,P050,2024-08-07,4,53111,212444,76656,UPI
O01281,C0174,P084,2024-09-21,1,30758,30758,12194,Cash
O01282,C0301,P025,2024-01-07,1,7729,7729,-38009,UPI
O01283,C0304,P025,2024-11-22,5,9256,46280,-182410,Cash
O01284,C0182,P054,2024-11-13,4,48488,193952,44128,Net Banking
O01285,C0096,P032,2024-01-23,2,53233,106466,56496,UPI
O01286,C0066,P040,2024-09-19,5,29563,147815,119725,Cash
O01287,C0160,P075,2024-03-15,5,51822,259110,83320,Card
O01288,C0241,P040,2024-05-29,5,23472,117360,89270,Cash
O01289,C0497,P002,2024-12-02,5,39432,197160,97990,Card
O01290,C0030,P031,2024-10-13,5,54686,273430,25915,UPI
O01291,C0217,P045,2024-11-23,2,14131,28262,5696,Card
O01292,C0403,P009,2024-12-07,3,13409,40227,2400,Net Banking
O01293,C0356,P089,2024-12-20,4,40306,161224,141588,Cash
O01294,C0437,P075,2024-11-11,5,22997,114985,-60805,Cash
O01295,C0215,P043,2024-08-20,2,7871,15742,-11754,UPI
O01296,C0254,P029,2024-04-24,1,42862,42862,33609,Card
O01297,C0239,P080,2024-09-03,2,16664,33328,-23262,Cash
O01298,C0414,P095,2024-07-23,4,14455,57820,-5608,Card
O01299,C0423,P001,2024-02-07,3,1648,4944,675,Cash
O01300,C0016,P072,2024-05-28,1,10332,10332,1117,Net Banking
O01301,C0100,P081,2024-07-03,5,51169,255845,129065,UPI
O01302,C0500,P004,2024-05-25,2,13964,27928,3926,Card
O01303,C0113,P034,2024-10-10,2,23270,46540,-16172,Card
O01304,C0092,P026,2024-05-14,1,12539,12539,-29819,UPI
O01305,C0011,P087,2024-12-01,2,25833,51666,-29932,UPI
O01306,C0174,P027,2024-05-02,3,30897,92691,18930,Cash
O01307,C0415,P048,2024-11-15,2,35532,71064,-23902,Net Banking
O01308,C0450,P092,2024-03-14,1,8765,8765,-35776,Card
O01309,C0407,P025,2024-07-12,2,35901,71802,-19674,Cash
O01310,C0163,P077,2024-05-05,4,42690,170760,167852,UPI
O01311,C0391,P079,2024-10-01,5,13392,66960,-156230,Cash
O01312,C0405,P020,2024-01-28,3,17198,51594,37881,Cash
O01313,C0447,P017,2024-09-07,5,39278,196390,190145,Card
O01314,C0373,P011,2024-12-05,4,52838,211352,144328,UPI
O01315,C0086,P066,2024-11-26,4,50237,200948,91768,Cash
O01316,C0256,P067,2024-06-13,4,12730,50920,13420,Cash
O01317,C0270,P089,2024-09-10,4,47900,191600,171964,Net Banking
O01318,C0138,P075,2024-10-25,4,42818,171272,30640,UPI
O01319,C0107,P029,2024-04-30,2,30627,61254,42748,Net Banking
O01320,C0112,P040,2024-07-12,4,59242,236968,214496,Card
O01321,C0479,P048,2024-02-13,3,37080,111240,-31209,Card
O01322,C0385,P011,2024-09-22,3,30131,90393,40125,Cash
O01323,C0118,P075,2024-09-19,1,31490,31490,-3668,Cash
O01324,C0219,P058,2024-07-28,4,29344,117376,11584,Cash
O01325,C0412,P064,2024-07-14,3,18892,56676,41607,UPI
O01326,C0092,P057,2024-11-26,2,18407,36814,-58986,UPI
O01327,C0184,P011,2024-09-13,3,56220,168660,118392,UPI
O01328,C0403,P036,2024-03-01,2,7449,14898,-18536,UPI
O01329,C0185,P005,2024-06-19,5,14127,70635,-141160,Card
O01330,C0346,P043,2024-12-15,3,20838,62514,21270,Cash
O01331,C0098,P091,2024-10-05,5,10035,50175,-98610,Cash
O01332,C0005,P099,2024-06-26,3,19471,58413,-86907,Net Banking
O01333,C0485,P052,2024-12-01,5,50663,253315,207580,UPI
O01334,C0242,P084,2024-03-17,5,50883,254415,161595,Net Banking
O01335,C0117,P030,2024-04-29,2,32092,64184,43106,Net Banking
O01336,C0370,P060,2024-02-13,3,52898,158694,43494,Cash
O01337,C0434,P025,2024-12-23,4,51471,205884,22932,Net Banking
O01338,C0108,P057,2024-10-12,4,56898,227592,35992,UPI
O01339,C0192,P018,2024-03-06,5,58262,291310,74615,Cash
O01340,C0483,P095,2024-12-03,1,33754,33754,17897,Cash
O01341,C0174,P029,2024-12-17,4,28899,115596,78584,Net Banking
O01342,C0391,P100,2024-06-15,5,20637,103185,-3810,UPI
O01343,C0291,P005,2024-06-18,2,11072,22144,-62574,Net Banking
O01344,C0196,P027,2024-09-30,4,5175,20700,-77648,Net Banking
O01345,C0097,P061,2024-10-18,1,22550,22550,19082,Net Banking
O01346,C0328,P039,2024-02-23,1,12234,12234,-34388,Card
O01347,C0017,P089,2024-01-14,5,33021,165105,140560,Card
O01348,C0102,P009,2024-04-15,4,19600,78400,27964,Card
O01349,C0150,P085,2024-08-20,5,5586,27930,-212145,UPI
O01350,C0189,P067,2024-06-16,1,12260,12260,2885,Net Banking
O01351,C0201,P021,2024-10-01,1,9463,9463,-21537,Net Banking
O01352,C0245,P096,2024-04-15,1,26493,26493,11755,Card
O01353,C0446,P027,2024-12-29,3,29324,87972,14211,Net Banking
O01354,C0082,P078,2024-10-27,5,21336,106680,6415,Card
O01355,C0258,P092,2024-04-13,4,19051,76204,-101960,UPI
O01356,C0074,P058,2024-07-23,1,55039,55039,28591,Card
O01357,C0270,P043,2024-09-08,5,58621,293105,224365,Net Banking
O01358,C0237,P074,2024-02-16,1,49319,49319,13610,Cash
O01359,C0331,P059,2024-12-30,3,46895,140685,138594,Cash
O01360,C0201,P079,2024-05-07,2,28200,56400,-32876,Card
O01361,C0461,P080,2024-07-15,4,31004,124016,10836,Card
O01362,C0358,P073,2024-12-23,1,26791,26791,18517,UPI
O01363,C0123,P021,2024-11-17,3,58839,176517,83517,Cash
O01364,C0342,P009,2024-07-29,2,33341,66682,41464,UPI
O01365,C0189,P010,2024-06-15,1,34056,34056,2266,Net Banking
O01366,C0231,P022,2024-09-16,3,14590,43770,10869,UPI
O01367,C0237,P004,2024-12-21,1,42868,42868,30867,Net Banking
O01368,C0196,P044,2024-04-09,4,57083,228332,85652,Net Banking
O01369,C0020,P002,2024-12-29,3,8515,25545,-33957,Card
O01370,C0168,P086,2024-08-24,4,32769,131076,120632,UPI
O01371,C0043,P071,2024-08-12,2,47765,95530,5044,Card
O01372,C0242,P036,2024-01-10,2,12179,24358,-9076,UPI
O01373,C0091,P038,2024-07-19,1,36039,36039,6261,Card
O01374,C0040,P086,2024-05-19,1,45392,45392,42781,Card
O01375,C0226,P046,2024-12-31,2,15199,30398,-38804,UPI
O01376,C0458,P087,2024-08-14,5,15166,75830,-128165,UPI
O01377,C0429,P082,2024-12-05,5,43009,215045,131445,UPI
O01378,C0200,P089,2024-01-27,3,30097,90291,75564,UPI
O01379,C0025,P099,2024-04-13,4,51273,205092,11332,Card
O01380,C0192,P031,2024-01-09,2,6989,13978,-85028,Net Banking
O01381,C0015,P002,2024-04-08,3,54774,164322,104820,UPI
O01382,C0113,P013,2024-03-26,2,48448,96896,65026,UPI
O01383,C0213,P066,2024-06-16,1,54452,54452,27157,Cash
O01384,C0288,P081,2024-04-16,2,41938,83876,33164,Net Banking
O01385,C0481,P055,2024-04-19,1,16231,16231,-20890,UPI
O01386,C0183,P042,2024-07-24,2,1982,3964,-68816,Cash
O01387,C0007,P050,2024-04-22,2,31066,62132,-5762,UPI
O01388,C0337,P036,2024-01-23,5,25181,125905,42320,UPI
O01389,C0454,P028,2024-11-02,4,20761,83044,23152,Net Banking
O01390,C0053,P092,2024-10-18,5,52856,264280,41575,Card
O01391,C0129,P013,2024-11-19,5,22256,111280,31605,Net Banking
O01392,C0348,P099,2024-03-30,2,22761,45522,-51358,Cash
O01393,C0436,P086,2024-06-20,4,5424,21696,11252,UPI
O01394,C0312,P075,2024-09-18,4,26059,104236,-36396,Card
O01395,C0258,P076,2024-01-11,1,16244,16244,-31956,UPI
O01396,C0159,P031,2024-05-04,4,50626,202504,4492,UPI
O01397,C0031,P018,2024-05-31,3,33684,101052,-28965,Card
O01398,C0078,P049,2024-01-20,2,43076,86152,21082,Card
O01399,C0473,P093,2024-06-17,5,30080,150400,67710,Card
O01400,C0143,P041,2024-07-31,1,35135,35135,27282,Cash
O01401,C0385,P004,2024-06-18,2,56504,113008,89006,Cash
O01402,C0125,P027,2024-12-06,5,4543,22715,-100220,Card
O01403,C0411,P088,2024-07-14,2,40850,81700,49156,Cash
O01404,C0094,P057,2024-09-08,1,5234,5234,-42666,UPI
O01405,C0489,P025,2024-03-13,1,42573,42573,-3165,Card
O01406,C0065,P012,2024-10-08,2,39838,79676,44496,Card
O01407,C0121,P065,2024-08-27,1,28934,28934,26355,Cash
O01408,C0085,P093,2024-08-05,2,17051,34102,1026,Card
O01409,C0311,P032,2024-10-22,3,19700,59100,-15855,Net Banking
O01410,C0496,P082,2024-09-03,2,18816,37632,4192,UPI
O01411,C0487,P047,2024-03-26,4,25754,103016,70548,Net Banking
O01412,C0226,P055,2024-08-09,5,40937,204685,19080,Card
O01413,C0420,P062,2024-07-14,1,50933,50933,27854,Net Banking
O01414,C0438,P011,2024-10-02,3,40005,120015,69747,Card
O01415,C0284,P094,2024-07-13,2,17861,35722,-18002,Net Banking
O01416,C0157,P059,2024-10-14,3,25585,76755,74664,Net Banking
O01417,C0037,P043,2024-08-28,2,47849,95698,68202,Card
O01418,C0080,P025,2024-09-13,1,1841,1841,-43897,Cash
O01419,C0252,P052,2024-07-10,4,26863,107452,70864,Net Banking
O01420,C0251,P040,2024-07-28,5,5668,28340,250,UPI
O01421,C0472,P016,2024-03-24,4,38067,152268,-2420,Card
O01422,C0391,P056,2024-06-27,3,51545,154635,20865,Net Banking
O01423,C0326,P089,2024-01-30,3,46642,139926,125199,Net Banking
O01424,C0475,P055,2024-09-01,2,16882,33764,-40478,UPI
O01425,C0472,P047,2024-12-06,1,46709,46709,38592,Card
O01426,C0134,P078,2024-03-16,4,45634,182536,102324,Cash
O01427,C0127,P078,2024-03-23,5,44424,222120,121855,UPI
O01428,C0060,P099,2024-12-30,1,43231,43231,-5209,Net Banking
O01429,C0204,P091,2024-09-22,5,6265,31325,-117460,Card
O01430,C0449,P055,2024-08-06,2,55378,110756,36514,Cash
O01431,C0355,P039,2024-12-03,5,35943,179715,-53395,Net Banking
O01432,C0301,P040,2024-02-15,4,50313,201252,178780,UPI
O01433,C0326,P074,2024-03-14,3,54361,163083,55956,Cash
O01434,C0384,P027,2024-06-06,4,46810,187240,88892,UPI
O01435,C0087,P063,2024-02-05,1,7348,7348,-28617,Net Banking
O01436,C0269,P054,2024-08-08,3,49040,147120,34752,Card
O01437,C0091,P048,2024-03-09,2,47140,94280,-686,Card
O01438,C0250,P024,2024-08-18,5,8224,41120,-191920,Card
O01439,C0096,P026,2024-04-03,1,50146,50146,7788,Card
O01440,C0133,P053,2024-11-15,4,42080,168320,57420,UPI
O01441,C0445,P082,2024-05-30,2,6230,12460,-20980,UPI
O01442,C0194,P016,2024-06-24,3,5211,15633,-100383,UPI
O01443,C0300,P031,2024-12-10,4,32797,131188,-66824,UPI
O01444,C0005,P008,2024-01-04,3,50269,150807,70500,UPI
O01445,C0050,P028,2024-01-04,5,52890,264450,189585,Net Banking
O01446,C0309,P067,2024-08-30,3,32845,98535,70410,Cash
O01447,C0310,P055,2024-12-15,3,25299,75897,-35466,Cash
O01448,C0162,P031,2024-07-23,3,44586,133758,-14751,Net Banking
O01449,C0313,P008,2024-06-18,3,58218,174654,94347,UPI
O01450,C0002,P059,2024-03-12,4,48528,194112,191324,UPI
O01451,C0309,P016,2024-12-24,5,19315,96575,-96785,Card
O01452,C0189,P058,2024-12-03,5,45969,229845,97605,Net Banking
O01453,C0264,P053,2024-11-22,2,1205,2410,-53040,Cash
O01454,C0009,P082,2024-01-24,3,58241,174723,124563,Cash
O01455,C0348,P057,2024-09-05,2,40764,81528,-14272,Net Banking
O01456,C0379,P079,2024-08-07,1,23828,23828,-20810,Net Banking
O01457,C0338,P090,2024-07-16,1,49121,49121,9697,Cash
O01458,C0311,P025,2024-09-23,2,58007,116014,24538,UPI
O01459,C0066,P064,2024-12-10,1,20749,20749,15726,Net Banking
O01460,C0087,P058,2024-12-05,1,32599,32599,6151,Card
O01461,C0125,P028,2024-12-03,2,50365,100730,70784,UPI
O01462,C0055,P056,2024-06-16,1,11501,11501,-33089,Net Banking
O01463,C0393,P036,2024-05-11,2,48131,96262,62828,Net Banking
O01464,C0488,P086,2024-03-10,1,44612,44612,42001,Net Banking
O01465,C0047,P089,2024-04-24,3,58143,174429,159702,UPI
O01466,C0330,P044,2024-07-14,4,48018,192072,49392,Net Banking
O01467,C0414,P030,2024-02-29,2,17979,35958,14880,Cash
O01468,C0045,P015,2024-10-30,1,23297,23297,1195,Card
O01469,C0382,P015,2024-03-06,5,25100,125500,14990,Cash
O01470,C0489,P049,2024-01-01,5,49294,246470,83795,Cash
O01471,C0032,P076,2024-07-17,5,13442,67210,-173790,Net Banking
O01472,C0164,P099,2024-12-13,3,53266,159798,14478,Card
O01473,C0267,P085,2024-04-23,5,39717,198585,-41490,UPI
O01474,C0203,P002,2024-08-23,5,56860,284300,185130,Cash
O01475,C0075,P038,2024-12-14,2,33757,67514,7958,Net Banking
O01476,C0076,P077,2024-12-06,3,10559,31677,29496,UPI
O01477,C0307,P041,2024-12-18,3,33923,101769,78210,UPI
O01478,C0141,P091,2024-11-19,5,32344,161720,12935,Card
O01479,C0254,P038,2024-06-19,4,4854,19416,-99696,Card
O01480,C0424,P092,2024-04-25,2,56579,113158,24076,UPI
O01481,C0473,P100,2024-09-06,2,57149,114298,71500,Net Banking
O01482,C0154,P085,2024-10-07,2,2413,4826,-91204,Net Banking
O01483,C0173,P055,2024-07-19,4,23826,95304,-53180,Net Banking
