order_id,customer_id,product_id,order_date,quantity,unit_price,revenue,payment_method,product_name,category,cost,age,gender,city,customer_segment,signup_date,profit
O01189,C0124,P100,2024-08-04,3,48612,145836,UPI,Product_100,Sports,21399,26,Male,Mumbai,Regular,2024-12-21,81639
O01190,C0375,P008,2024-11-17,3,18023,54069,Cash,Product_8,Electronics,26769,48,Female,Hyderabad,Premium,2024-02-10,-26238
O01191,C0064,P007,2024-06-01,1,30408,30408,UPI,Product_7,Electronics,21991,29,Male,Hyderabad,Premium,2024-12-11,8417
O01192,C0233,P044,2024-10-24,2,53781,107562,Card,Product_44,Fashion,35670,41,Female,Mumbai,Premium,2024-09-28,36222
O01193,C0180,P039,2024-10-20,3,44707,134121,Card,Product_39,Home,46622,44,Male,Hyderabad,Regular,2024-08-18,-5745
O01194,C0366,P049,2024-05-06,5,49333,246665,UPI,Product_49,Electronics,32535,26,Female,Delhi,Budget,2024-09-03,83990
O01195,C0168,P067,2024-07-03,5,13619,68095,Net Banking,Product_67,Beauty,9375,64,Male,Bangalore,Premium,2024-10-01,21220
O01196,C0051,P019,2024-07-29,4,55292,221168,UPI,Product_19,Fashion,45901,61,Male,Delhi,Regular,2024-06-22,37564
O01197,C0048,P008,2024-03-07,4,59229,236916,Net Banking,Product_8,Electronics,26769,64,Female,Mumbai,Regular,2024-07-27,129840
O01198,C0110,P058,2024-12-12,1,25202,25202,Net Banking,Product_58,Home,26448,58,Female,Delhi,Premium,2024-12-10,-1246
O01199,C0302,P072,2024-07-21,5,52041,260205,Cash,Product_72,Home,9215,61,Male,Hyderabad,Budget,2024-12-21,214130
O01200,C0300,P064,2024-12-18,4,29841,119364,Net Banking,Product_64,Beauty,5023,53,Female,Delhi,Regular,2024-10-20,99272
O01201,C0375,P054,2024-09-15,2,10459,20918,Card,Product_54,Electronics,37456,48,Female,Hyderabad,Premium,2024-02-10,-53994
O01202,C0249,P092,2024-12-26,4,9479,37916,UPI,Product_92,Electronics,44541,55,Female,Chennai,Premium,2024-02-16,-140248
O01203,C0356,P028,2024-01-17,4,32021,128084,Card,Product_28,Fashion,14973,29,Male,Bangalore,Regular,2024-04-08,68192
O01204,C0484,P072,2024-11-04,3,8783,26349,Net Banking,Product_72,Home,9215,40,Female,Chennai,Regular,2024-09-02,-1296
O01205,C0057,P016,2024-05-28,3,38471,115413,UPI,Product_16,Sports,38672,48,Male,Pune,Premium,2024-03-25,-603
O01206,C0268,P020,2024-06-05,1,25344,25344,Cash,Product_20,Electronics,4571,61,Female,Hyderabad,Budget,2024-07-02,20773
O01207,C0156,P038,2024-03-14,4,2833,11332,Card,Product_38,Sports,29778,33,Female,Hyderabad,Budget,2024-12-08,-107780
O01208,C0402,P076,2024-06-05,4,4188,16752,Cash,Product_76,Fashion,48200,40,Female,Delhi,Budget,2024-06-29,-176048
O01209,C0111,P024,2024-03-03,4,1136,4544,Cash,Product_24,Home,46608,37,Male,Mumbai,Premium,2024-01-13,-181888
O01210,C0035,P006,2024-10-20,4,32534,130136,Cash,Product_6,Sports,28529,52,Male,Hyderabad,Regular,2024-09-07,16020
O01211,C0290,P058,2024-07-12,3,52206,156618,Net Banking,Product_58,Home,26448,44,Female,Pune,Regular,2024-07-31,77274
O01212,C0428,P093,2024-03-11,5,9703,48515,Net Banking,Product_93,Electronics,16538,28,Male,Bangalore,Budget,2024-04-25,-34175
O01213,C0390,P058,2024-06-15,4,10763,43052,UPI,Product_58,Home,26448,48,Male,Mumbai,Premium,2024-08-22,-62740
O01214,C0410,P080,2024-07-17,5,27845,139225,Card,Product_80,Sports,28295,51,Female,Pune,Regular,2024-11-28,-2250
O01215,C0461,P051,2024-01-24,3,36454,109362,Net Banking,Product_51,Beauty,4146,26,Female,Hyderabad,Regular,2024-03-24,96924
O01216,C0377,P036,2024-03-25,1,57751,57751,UPI,Product_36,Sports,16717,64,Female,Delhi,Regular,2024-05-01,41034
O01217,C0293,P081,2024-11-26,3,37768,113304,UPI,Product_81,Fashion,25356,48,Male,Delhi,Premium,2024-02-17,37236
O01218,C0330,P072,2024-11-12,1,13610,13610,UPI,Product_72,Home,9215,40,Female,Chennai,Budget,2024-03-16,4395
O01219,C0491,P073,2024-08-31,5,13412,67060,UPI,Product_73,Fashion,8274,44,Female,Pune,Budget,2024-04-12,25690
O01220,C0062,P085,2024-01-10,5,12779,63895,Cash,Product_85,Electronics,48015,21,Female,Delhi,Premium,2024-10-26,-176180
O01221,C0403,P027,2024-12-27,2,55374,110748,Net Banking,Product_27,Sports,24587,57,Female,Bangalore,Budget,2024-01-30,61574
O01222,C0044,P069,2024-07-24,5,21999,109995,UPI,Product_69,Beauty,29895,55,Male,Hyderabad,Premium,2024-01-04,-39480
O01223,C0252,P003,2024-04-02,3,29640,88920,Net Banking,Product_3,Fashion,44697,50,Female,Mumbai,Regular,2024-09-03,-45171
O01224,C0013,P068,2024-05-11,3,26035,78105,UPI,Product_68,Beauty,25040,22,Male,Chennai,Premium,2024-05-28,2985
O01225,C0059,P013,2024-05-26,5,12020,60100,Card,Product_13,Beauty,15935,36,Female,Chennai,Budget,2024-10-11,-19575
O01226,C0094,P033,2024-06-06,1,11107,11107,Net Banking,Product_33,Sports,46502,59,Female,Chennai,Budget,2024-06-18,-35395
O01227,C0348,P022,2024-06-15,1,41270,41270,Card,Product_22,Beauty,10967,53,Female,Bangalore,Regular,2024-12-02,30303
O01228,C0014,P092,2024-07-18,1,20531,20531,UPI,Product_92,Electronics,44541,23,Male,Delhi,Regular,2024-05-22,-24010
O01229,C0164,P019,2024-06-14,4,59524,238096,Cash,Product_19,Fashion,45901,43,Male,Bangalore,Budget,2024-10-24,54492
O01230,C0193,P016,2024-05-02,1,14274,14274,Card,Product_16,Sports,38672,37,Female,Bangalore,Budget,2024-10-03,-24398
O01231,C0253,P066,2024-02-28,5,26234,131170,Cash,Product_66,Fashion,27295,36,Female,Delhi,Regular,2024-02-08,-5305
O01232,C0032,P041,2024-07-27,4,37249,148996,UPI,Product_41,Electronics,7853,28,Female,Delhi,Budget,2024-05-14,117584
O01233,C0248,P004,2024-04-29,4,42519,170076,UPI,Product_4,Sports,12001,59,Male,Bangalore,Regular,2024-01-18,122072
O01234,C0138,P071,2024-02-21,5,45243,226215,Card,Product_71,Sports,45243,23,Female,Delhi,Budget,2024-10-03,0
O01235,C0391,P072,2024-10-17,2,20963,41926,Net Banking,Product_72,Home,9215,20,Female,Mumbai,Premium,2024-04-12,23496
O01236,C0229,P011,2024-03-13,5,14333,71665,Cash,Product_11,Electronics,16756,58,Female,Mumbai,Budget,2024-02-16,-12115
O01237,C0277,P022,2024-08-04,2,36227,72454,Net Banking,Product_22,Beauty,10967,55,Female,Delhi,Premium,2024-05-15,50520
O01238,C0022,P001,2024-11-13,4,55353,221412,Cash,Product_1,Home,1423,31,Female,Pune,Budget,2024-08-22,215720
O01239,C0335,P022,2024-09-03,1,4943,4943,Cash,Product_22,Beauty,10967,46,Male,Pune,Regular,2024-11-19,-6024
O01240,C0307,P033,2024-11-19,4,24030,96120,Card,Product_33,Sports,46502,42,Female,Pune,Regular,2024-03-21,-89888
O01241,C0300,P066,2024-03-23,3,3980,11940,UPI,Product_66,Fashion,27295,53,Female,Delhi,Regular,2024-10-20,-69945
O01242,C0154,P012,2024-03-03,4,46772,187088,Card,Product_12,Beauty,17590,47,Female,Chennai,Budget,2024-05-17,116728
O01243,C0372,P072,2024-08-09,3,58558,175674,Card,Product_72,Home,9215,41,Male,Delhi,Regular,2024-02-20,148029
O01244,C0313,P065,2024-12-15,3,58929,176787,Cash,Product_65,Home,2579,40,Female,Delhi,Regular,2024-12-13,169050
O01245,C0326,P034,2024-05-05,4,18892,75568,Cash,Product_34,Sports,31356,33,Female,Hyderabad,Regular,2024-09-25,-49856
O01246,C0175,P027,2024-06-17,4,40289,161156,UPI,Product_27,Sports,24587,48,Female,Pune,Regular,2024-04-04,62808
O01247,C0468,P089,2024-01-02,2,43365,86730,Net Banking,Product_89,Electronics,4909,48,Male,Hyderabad,Budget,2024-11-13,76912
O01248,C0003,P002,2024-10-11,2,28077,56154,Net Banking,Product_2,Sports,19834,61,Male,Hyderabad,Regular,2024-01-17,16486
O01249,C0391,P051,2024-11-28,5,6318,31590,UPI,Product_51,Beauty,4146,20,Female,Mumbai,Premium,2024-04-12,10860
O01250,C0276,P004,2024-03-04,4,45056,180224,Cash,Product_4,Sports,12001,19,Male,Delhi,Regular,2024-05-01,132220
O01251,C0498,P049,2024-07-17,5,24459,122295,Card,Product_49,Electronics,32535,51,Female,Mumbai,Budget,2024-08-27,-40380
O01252,C0430,P099,2024-08-24,1,9176,9176,Cash,Product_99,Sports,48440,58,Female,Mumbai,Budget,2024-06-04,-39264
O01253,C0480,P025,2024-04-23,4,1613,6452,UPI,Product_25,Electronics,45738,63,Female,Bangalore,Regular,2024-06-27,-176500
O01254,C0389,P036,2024-02-16,3,13550,40650,Cash,Product_36,Sports,16717,59,Male,Chennai,Regular,2024-12-22,-9501
O01255,C0414,P092,2024-09-09,2,16352,32704,Cash,Product_92,Electronics,44541,62,Female,Mumbai,Premium,2024-03-10,-56378
O01256,C0019,P036,2024-12-27,4,47140,188560,Card,Product_36,Sports,16717,62,Male,Chennai,Regular,2024-01-29,121692
O01257,C0004,P026,2024-05-22,4,8270,33080,Net Banking,Product_26,Home,42358,19,Male,Mumbai,Premium,2024-09-15,-136352
O01258,C0088,P071,2024-10-16,2,44243,88486,Card,Product_71,Sports,45243,44,Male,Mumbai,Budget,2024-06-19,-2000
O01259,C0034,P076,2024-02-03,2,49888,99776,Card,Product_76,Fashion,48200,37,Male,Mumbai,Regular,2024-03-23,3376
O01260,C0133,P073,2024-09-24,2,58737,117474,Cash,Product_73,Fashion,8274,26,Male,Pune,Budget,2024-10-15,100926
O01261,C0099,P087,2024-12-13,1,46415,46415,Cash,Product_87,Electronics,40799,20,Female,Delhi,Budget,2024-10-02,5616
O01262,C0349,P072,2024-08-06,4,1128,4512,UPI,Product_72,Home,9215,56,Male,Bangalore,Premium,2024-10-25,-32348
O01263,C0438,P042,2024-07-27,4,56334,225336,Cash,Product_42,Sports,36390,43,Female,Pune,Premium,2024-12-18,79776
O01264,C0063,P088,2024-09-10,5,31578,157890,Cash,Product_88,Fashion,16272,48,Male,Delhi,Budget,2024-02-11,76530
O01265,C0265,P098,2024-04-24,1,58920,58920,UPI,Product_98,Fashion,19457,44,Male,Pune,Budget,2024-07-27,39463
O01266,C0143,P054,2024-06-10,5,30416,152080,UPI,Product_54,Electronics,37456,62,Female,Bangalore,Premium,2024-11-06,-35200
O01267,C0201,P025,2024-10-19,3,6361,19083,UPI,Product_25,Electronics,45738,28,Female,Pune,Budget,2024-09-10,-118131
O01268,C0378,P029,2024-05-07,4,5878,23512,Card,Product_29,Beauty,9253,37,Male,Delhi,Premium,2024-08-02,-13500
O01269,C0085,P043,2024-11-16,3,5118,15354,UPI,Product_43,Sports,13748,41,Male,Bangalore,Premium,2024-12-15,-25890
O01270,C0015,P062,2024-01-13,4,53956,215824,Cash,Product_62,Electronics,23079,47,Female,Mumbai,Regular,2024-06-30,123508
O01271,C0431,P033,2024-08-30,2,8067,16134,Card,Product_33,Sports,46502,57,Male,Hyderabad,Budget,2024-03-27,-76870
O01272,C0491,P044,2024-06-19,1,54846,54846,Card,Product_44,Fashion,35670,44,Female,Pune,Budget,2024-04-12,19176
O01273,C0484,P010,2024-08-12,5,41603,208015,UPI,Product_10,Home,31790,40,Female,Chennai,Regular,2024-09-02,49065
O01274,C0321,P058,2024-02-13,5,9180,45900,UPI,Product_58,Home,26448,45,Male,Pune,Premium,2024-06-09,-86340
O01275,C0470,P005,2024-12-21,4,21531,86124,UPI,Product_5,Beauty,42359,54,Male,Mumbai,Premium,2024-08-13,-83312
O01276,C0401,P017,2024-08-14,1,53585,53585,UPI,Product_17,Home,1249,63,Female,Mumbai,Budget,2024-08-15,52336
O01277,C0155,P079,2024-02-22,4,5311,21244,UPI,Product_79,Sports,44638,38,Male,Delhi,Regular,2024-08-18,-157308
O01278,C0287,P007,2024-07-14,3,56700,170100,Net Banking,Product_7,Electronics,21991,36,Female,Hyderabad,Budget,2024-08-08,104127
O01279,C0050,P080,2024-11-02,4,16277,65108,UPI,Product_80,Sports,28295,40,Female,Pune,Regular,2024-01-28,-48072
O01280,C0233,P050,2024-08-07,4,53111,212444,UPI,Product_50,Beauty,33947,41,Female,Mumbai,Premium,2024-09-28,76656
O01281,C0174,P084,2024-09-21,1,30758,30758,Cash,Product_84,Fashion,18564,49,Male,Delhi,Budget,2024-05-25,12194
O01282,C0301,P025,2024-01-07,1,7729,7729,UPI,Product_25,Electronics,45738,32,Female,Hyderabad,Budget,2024-11-10,-38009
O01283,C0304,P025,2024-11-22,5,9256,46280,Cash,Product_25,Electronics,45738,37,Female,Bangalore,Premium,2024-04-02,-182410
O01284,C0182,P054,2024-11-13,4,48488,193952,Net Banking,Product_54,Electronics,37456,54,Male,Hyderabad,Budget,2024-02-20,44128
O01285,C0096,P032,2024-01-23,2,53233,106466,UPI,Product_32,Beauty,24985,34,Male,Delhi,Budget,2024-08-10,56496
O01286,C0066,P040,2024-09-19,5,29563,147815,Cash,Product_40,Sports,5618,55,Male,Hyderabad,Premium,2024-08-02,119725
O01287,C0160,P075,2024-03-15,5,51822,259110,Card,Product_75,Fashion,35158,53,Male,Hyderabad,Premium,2024-02-13,83320
O01288,C0241,P040,2024-05-29,5,23472,117360,Cash,Product_40,Sports,5618,37,Male,Pune,Regular,2024-02-24,89270
O01289,C0497,P002,2024-12-02,5,39432,197160,Card,Product_2,Sports,19834,39,Female,Pune,Budget,2024-10-05,97990
O01290,C0030,P031,2024-10-13,5,54686,273430,UPI,Product_31,Sports,49503,64,Male,Chennai,Budget,2024-05-16,25915
O01291,C0217,P045,2024-11-23,2,14131,28262,Card,Product_45,Home,11283,55,Female,Mumbai,Regular,2024-10-02,5696
O01292,C0403,P009,2024-12-07,3,13409,40227,Net Banking,Product_9,Fashion,12609,57,Female,Bangalore,Budget,2024-01-30,2400
O01293,C0356,P089,2024-12-20,4,40306,161224,Cash,Product_89,Electronics,4909,29,Male,Bangalore,Regular,2024-04-08,141588
O01294,C0437,P075,2024-11-11,5,22997,114985,Cash,Product_75,Fashion,35158,36,Female,Pune,Premium,2024-12-16,-60805
O01295,C0215,P043,2024-08-20,2,7871,15742,UPI,Product_43,Sports,13748,30,Male,Delhi,Regular,2024-07-31,-11754
O01296,C0254,P029,2024-04-24,1,42862,42862,Card,Product_29,Beauty,9253,27,Male,Chennai,Budget,2024-12-11,33609
O01297,C0239,P080,2024-09-03,2,16664,33328,Cash,Product_80,Sports,28295,22,Female,Bangalore,Budget,2024-06-02,-23262
O01298,C0414,P095,2024-07-23,4,14455,57820,Card,Product_95,Sports,15857,62,Female,Mumbai,Premium,2024-03-10,-5608
O01299,C0423,P001,2024-02-07,3,1648,4944,Cash,Product_1,Home,1423,51,Female,Pune,Budget,2024-02-07,675
O01300,C0016,P072,2024-05-28,1,10332,10332,Net Banking,Product_72,Home,9215,31,Female,Chennai,Budget,2024-11-27,1117
O01301,C0100,P081,2024-07-03,5,51169,255845,UPI,Product_81,Fashion,25356,61,Male,Bangalore,Regular,2024-02-05,129065
O01302,C0500,P004,2024-05-25,2,13964,27928,Card,Product_4,Sports,12001,64,Female,Chennai,Regular,2024-04-05,3926
O01303,C0113,P034,2024-10-10,2,23270,46540,Card,Product_34,Sports,31356,47,Female,Chennai,Budget,2024-04-09,-16172
O01304,C0092,P026,2024-05-14,1,12539,12539,UPI,Product_26,Home,42358,32,Male,Chennai,Premium,2024-07-23,-29819
O01305,C0011,P087,2024-12-01,2,25833,51666,UPI,Product_87,Electronics,40799,52,Male,Pune,Premium,2024-10-09,-29932
O01306,C0174,P027,2024-05-02,3,30897,92691,Cash,Product_27,Sports,24587,49,Male,Delhi,Budget,2024-05-25,18930
O01307,C0415,P048,2024-11-15,2,35532,71064,Net Banking,Product_48,Sports,47483,22,Female,Mumbai,Budget,2024-08-15,-23902
O01308,C0450,P092,2024-03-14,1,8765,8765,Card,Product_92,Electronics,44541,40,Male,Delhi,Regular,2024-09-10,-35776
O01309,C0407,P025,2024-07-12,2,35901,71802,Cash,Product_25,Electronics,45738,59,Female,Bangalore,Regular,2024-10-17,-19674
O01310,C0163,P077,2024-05-05,4,42690,170760,UPI,Product_77,Electronics,727,46,Male,Delhi,Regular,2024-04-23,167852
O01311,C0391,P079,2024-10-01,5,13392,66960,Cash,Product_79,Sports,44638,20,Female,Mumbai,Premium,2024-04-12,-156230
O01312,C0405,P020,2024-01-28,3,17198,51594,Cash,Product_20,Electronics,4571,28,Male,Mumbai,Budget,2024-12-13,37881
O01313,C0447,P017,2024-09-07,5,39278,196390,Card,Product_17,Home,1249,30,Male,Pune,Budget,2024-08-27,190145
O01314,C0373,P011,2024-12-05,4,52838,211352,UPI,Product_11,Electronics,16756,63,Female,Mumbai,Premium,2024-01-20,144328
O01315,C0086,P066,2024-11-26,4,50237,200948,Cash,Product_66,Fashion,27295,33,Male,Bangalore,Budget,2024-07-27,91768
O01316,C0256,P067,2024-06-13,4,12730,50920,Cash,Product_67,Beauty,9375,34,Male,Pune,Regular,2024-12-10,13420
O01317,C0270,P089,2024-09-10,4,47900,191600,Net Banking,Product_89,Electronics,4909,47,Male,Chennai,Premium,2024-11-24,171964
O01318,C0138,P075,2024-10-25,4,42818,171272,UPI,Product_75,Fashion,35158,23,Female,Delhi,Budget,2024-10-03,30640
O01319,C0107,P029,2024-04-30,2,30627,61254,Net Banking,Product_29,Beauty,9253,45,Female,Pune,Regular,2024-08-14,42748
O01320,C0112,P040,2024-07-12,4,59242,236968,Card,Product_40,Sports,5618,20,Male,Pune,Budget,2024-02-07,214496
O01321,C0479,P048,2024-02-13,3,37080,111240,Card,Product_48,Sports,47483,37,Female,Chennai,Premium,2024-12-19,-31209
O01322,C0385,P011,2024-09-22,3,30131,90393,Cash,Product_11,Electronics,16756,58,Female,Bangalore,Regular,2024-01-09,40125
O01323,C0118,P075,2024-09-19,1,31490,31490,Cash,Product_75,Fashion,35158,51,Female,Pune,Budget,2024-09-15,-3668
O01324,C0219,P058,2024-07-28,4,29344,117376,Cash,Product_58,Home,26448,42,Female,Bangalore,Premium,2024-12-23,11584
O01325,C0412,P064,2024-07-14,3,18892,56676,UPI,Product_64,Beauty,5023,49,Female,Hyderabad,Premium,2024-05-14,41607
O01326,C0092,P057,2024-11-26,2,18407,36814,UPI,Product_57,Electronics,47900,32,Male,Chennai,Premium,2024-07-23,-58986
O01327,C0184,P011,2024-09-13,3,56220,168660,UPI,Product_11,Electronics,16756,28,Male,Mumbai,Budget,2024-02-08,118392
O01328,C0403,P036,2024-03-01,2,7449,14898,UPI,Product_36,Sports,16717,57,Female,Bangalore,Budget,2024-01-30,-18536
O01329,C0185,P005,2024-06-19,5,14127,70635,Card,Product_5,Beauty,42359,28,Male,Pune,Regular,2024-12-18,-141160
O01330,C0346,P043,2024-12-15,3,20838,62514,Cash,Product_43,Sports,13748,42,Female,Bangalore,Budget,2024-11-02,21270
O01331,C0098,P091,2024-10-05,5,10035,50175,Cash,Product_91,Sports,29757,25,Female,Hyderabad,Premium,2024-05-10,-98610
O01332,C0005,P099,2024-06-26,3,19471,58413,Net Banking,Product_99,Sports,48440,56,Male,Hyderabad,Premium,2024-11-28,-86907
O01333,C0485,P052,2024-12-01,5,50663,253315,UPI,Product_52,Sports,9147,31,Male,Hyderabad,Regular,2024-10-14,207580
O01334,C0242,P084,2024-03-17,5,50883,254415,Net Banking,Product_84,Fashion,18564,33,Female,Hyderabad,Regular,2024-10-21,161595
O01335,C0117,P030,2024-04-29,2,32092,64184,Net Banking,Product_30,Beauty,10539,25,Female,Mumbai,Regular,2024-12-07,43106
O01336,C0370,P060,2024-02-13,3,52898,158694,Cash,Product_60,Electronics,38400,46,Female,Delhi,Regular,2024-01-28,43494
O01337,C0434,P025,2024-12-23,4,51471,205884,Net Banking,Product_25,Electronics,45738,23,Male,Chennai,Budget,2024-05-15,22932
O01338,C0108,P057,2024-10-12,4,56898,227592,UPI,Product_57,Electronics,47900,61,Male,Hyderabad,Regular,2024-03-27,35992
O01339,C0192,P018,2024-03-06,5,58262,291310,Cash,Product_18,Home,43339,36,Female,Delhi,Regular,2024-12-18,74615
O01340,C0483,P095,2024-12-03,1,33754,33754,Cash,Product_95,Sports,15857,36,Male,Bangalore,Budget,2024-02-10,17897
O01341,C0174,P029,2024-12-17,4,28899,115596,Net Banking,Product_29,Beauty,9253,49,Male,Delhi,Budget,2024-05-25,78584
O01342,C0391,P100,2024-06-15,5,20637,103185,UPI,Product_100,Sports,21399,20,Female,Mumbai,Premium,2024-04-12,-3810
O01343,C0291,P005,2024-06-18,2,11072,22144,Net Banking,Product_5,Beauty,42359,64,Male,Bangalore,Regular,2024-06-09,-62574
O01344,C0196,P027,2024-09-30,4,5175,20700,Net Banking,Product_27,Sports,24587,23,Male,Chennai,Budget,2024-10-27,-77648
O01345,C0097,P061,2024-10-18,1,22550,22550,Net Banking,Product_61,Beauty,3468,40,Female,Pune,Budget,2024-09-18,19082
O01346,C0328,P039,2024-02-23,1,12234,12234,Card,Product_39,Home,46622,32,Female,Mumbai,Premium,2024-09-18,-34388
O01347,C0017,P089,2024-01-14,5,33021,165105,Card,Product_89,Electronics,4909,22,Male,Hyderabad,Budget,2024-05-05,140560
O01348,C0102,P009,2024-04-15,4,19600,78400,Card,Product_9,Fashion,12609,25,Female,Hyderabad,Regular,2024-12-07,27964
O01349,C0150,P085,2024-08-20,5,5586,27930,UPI,Product_85,Electronics,48015,50,Female,Delhi,Regular,2024-09-07,-212145
O01350,C0189,P067,2024-06-16,1,12260,12260,Net Banking,Product_67,Beauty,9375,60,Male,Pune,Premium,2024-10-05,2885
O01351,C0201,P021,2024-10-01,1,9463,9463,Net Banking,Product_21,Home,31000,28,Female,Pune,Budget,2024-09-10,-21537
O01352,C0245,P096,2024-04-15,1,26493,26493,Card,Product_96,Electronics,14738,56,Female,Bangalore,Premium,2024-11-06,11755
O01353,C0446,P027,2024-12-29,3,29324,87972,Net Banking,Product_27,Sports,24587,28,Female,Hyderabad,Budget,2024-06-09,14211
O01354,C0082,P078,2024-10-27,5,21336,106680,Card,Product_78,Beauty,20053,53,Male,Delhi,Premium,2024-12-19,6415
O01355,C0258,P092,2024-04-13,4,19051,76204,UPI,Product_92,Electronics,44541,41,Male,Chennai,Premium,2024-08-29,-101960
O01356,C0074,P058,2024-07-23,1,55039,55039,Card,Product_58,Home,26448,57,Male,Chennai,Budget,2024-06-02,28591
O01357,C0270,P043,2024-09-08,5,58621,293105,Net Banking,Product_43,Sports,13748,47,Male,Chennai,Premium,2024-11-24,224365
O01358,C0237,P074,2024-02-16,1,49319,49319,Cash,Product_74,Beauty,35709,34,Female,Bangalore,Budget,2024-01-05,13610
O01359,C0331,P059,2024-12-30,3,46895,140685,Cash,Product_59,Fashion,697,33,Male,Mumbai,Regular,2024-04-11,138594
O01360,C0201,P079,2024-05-07,2,28200,56400,Card,Product_79,Sports,44638,28,Female,Pune,Budget,2024-09-10,-32876
O01361,C0461,P080,2024-07-15,4,31004,124016,Card,Product_80,Sports,28295,26,Female,Hyderabad,Regular,2024-03-24,10836
O01362,C0358,P073,2024-12-23,1,26791,26791,UPI,Product_73,Fashion,8274,24,Male,Chennai,Regular,2024-11-12,18517
O01363,C0123,P021,2024-11-17,3,58839,176517,Cash,Product_21,Home,31000,35,Female,Bangalore,Budget,2024-02-11,83517
O01364,C0342,P009,2024-07-29,2,33341,66682,UPI,Product_9,Fashion,12609,50,Male,Delhi,Regular,2024-02-22,41464
O01365,C0189,P010,2024-06-15,1,34056,34056,Net Banking,Product_10,Home,31790,60,Male,Pune,Premium,2024-10-05,2266
O01366,C0231,P022,2024-09-16,3,14590,43770,UPI,Product_22,Beauty,10967,46,Male,Chennai,Regular,2024-01-15,10869
O01367,C0237,P004,2024-12-21,1,42868,42868,Net Banking,Product_4,Sports,12001,34,Female,Bangalore,Budget,2024-01-05,30867
O01368,C0196,P044,2024-04-09,4,57083,228332,Net Banking,Product_44,Fashion,35670,23,Male,Chennai,Budget,2024-10-27,85652
O01369,C0020,P002,2024-12-29,3,8515,25545,Card,Product_2,Sports,19834,32,Male,Bangalore,Regular,2024-05-17,-33957
O01370,C0168,P086,2024-08-24,4,32769,131076,UPI,Product_86,Beauty,2611,64,Male,Bangalore,Premium,2024-10-01,120632
O01371,C0043,P071,2024-08-12,2,47765,95530,Card,Product_71,Sports,45243,33,Male,Delhi,Regular,2024-01-11,5044
O01372,C0242,P036,2024-01-10,2,12179,24358,UPI,Product_36,Sports,16717,33,Female,Hyderabad,Regular,2024-10-21,-9076
O01373,C0091,P038,2024-07-19,1,36039,36039,Card,Product_38,Sports,29778,30,Female,Bangalore,Regular,2024-04-26,6261
O01374,C0040,P086,2024-05-19,1,45392,45392,Card,Product_86,Beauty,2611,51,Female,Mumbai,Budget,2024-12-19,42781
O01375,C0226,P046,2024-12-31,2,15199,30398,UPI,Product_46,Beauty,34601,39,Female,Chennai,Premium,2024-06-17,-38804
O01376,C0458,P087,2024-08-14,5,15166,75830,UPI,Product_87,Electronics,40799,30,Female,Hyderabad,Premium,2024-01-24,-128165
O01377,C0429,P082,2024-12-05,5,43009,215045,UPI,Product_82,Beauty,16720,40,Female,Delhi,Regular,2024-04-10,131445
O01378,C0200,P089,2024-01-27,3,30097,90291,UPI,Product_89,Electronics,4909,44,Female,Bangalore,Budget,2024-02-23,75564
O01379,C0025,P099,2024-04-13,4,51273,205092,Card,Product_99,Sports,48440,55,Female,Bangalore,Premium,2024-03-11,11332
O01380,C0192,P031,2024-01-09,2,6989,13978,Net Banking,Product_31,Sports,49503,36,Female,Delhi,Regular,2024-12-18,-85028
O01381,C0015,P002,2024-04-08,3,54774,164322,UPI,Product_2,Sports,19834,47,Female,Mumbai,Regular,2024-06-30,104820
O01382,C0113,P013,2024-03-26,2,48448,96896,UPI,Product_13,Beauty,15935,47,Female,Chennai,Budget,2024-04-09,65026
O01383,C0213,P066,2024-06-16,1,54452,54452,Cash,Product_66,Fashion,27295,63,Female,Pune,Regular,2024-08-29,27157
O01384,C0288,P081,2024-04-16,2,41938,83876,Net Banking,Product_81,Fashion,25356,24,Male,Chennai,Budget,2024-10-09,33164
O01385,C0481,P055,2024-04-19,1,16231,16231,UPI,Product_55,Beauty,37121,53,Female,Bangalore,Premium,2024-10-20,-20890
O01386,C0183,P042,2024-07-24,2,1982,3964,Cash,Product_42,Sports,36390,31,Male,Bangalore,Budget,2024-02-11,-68816
O01387,C0007,P050,2024-04-22,2,31066,62132,UPI,Product_50,Beauty,33947,35,Male,Mumbai,Budget,2024-08-04,-5762
O01388,C0337,P036,2024-01-23,5,25181,125905,UPI,Product_36,Sports,16717,50,Male,Bangalore,Regular,2024-08-19,42320
O01389,C0454,P028,2024-11-02,4,20761,83044,Net Banking,Product_28,Fashion,14973,54,Male,Bangalore,Budget,2024-05-27,23152
O01390,C0053,P092,2024-10-18,5,52856,264280,Card,Product_92,Electronics,44541,46,Male,Pune,Premium,2024-05-22,41575
O01391,C0129,P013,2024-11-19,5,22256,111280,Net Banking,Product_13,Beauty,15935,37,Female,Pune,Budget,2024-10-06,31605
O01392,C0348,P099,2024-03-30,2,22761,45522,Cash,Product_99,Sports,48440,53,Female,Bangalore,Regular,2024-12-02,-51358
O01393,C0436,P086,2024-06-20,4,5424,21696,UPI,Product_86,Beauty,2611,58,Male,Pune,Budget,2024-10-06,11252
O01394,C0312,P075,2024-09-18,4,26059,104236,Card,Product_75,Fashion,35158,44,Female,Mumbai,Budget,2024-02-28,-36396
