order_id,customer_id,product_id,order_date,quantity,unit_price,revenue,payment_method
O00980,C0494,P037,2024-10-02,2,50415,100830,UPI
O00981,C0499,P093,2024-09-15,1,15025,15025,Net Banking
O00982,C0188,P090,2024-08-13,5,13132,65660,UPI
O00983,C0093,P046,2024-04-19,4,28793,115172,Card
O00984,C0209,P015,2024-08-26,3,9101,27303,UPI
O00985,C0267,P018,2024-07-03,4,50956,203824,Cash
O00986,C0286,P093,2024-06-16,1,6390,6390,Net Banking
O00987,C0060,P050,2024-11-03,3,30946,92838,Cash
O00988,C0352,P057,2024-07-27,2,37301,74602,Cash
O00989,C0438,P055,2024-02-05,2,57149,114298,Net Banking
O00990,C0481,P087,2024-01-07,3,12750,38250,Net Banking
O00991,C0345,P014,2024-09-24,4,29708,118832,UPI
O00992,C0062,P019,2024-12-21,4,27255,109020,UPI
O00993,C0380,P022,2024-04-11,1,24836,24836,Cash
O00994,C0103,P077,2024-04-29,4,9045,36180,Net Banking
O00995,C0372,P064,2024-12-31,3,51123,153369,Cash
O00996,C0388,P083,2024-08-31,4,24337,97348,Net Banking
O00997,C0249,P066,2024-08-20,3,10658,31974,UPI
O00998,C0063,P033,2024-04-28,4,33589,134356,Card
O00999,C0016,P013,2024-02-04,1,55415,55415,Net Banking
O01000,C0348,P004,2024-11-05,2,26076,52152,Cash
O01001,C0079,P039,2024-02-19,5,41844,209220,UPI
O01002,C0339,P097,2024-09-09,5,51303,256515,Net Banking
O01003,C0104,P038,2024-09-15,4,33129,132516,Cash
O01004,C0278,P044,2024-01-10,5,36823,184115,UPI
O01005,C0221,P016,2024-06-10,4,30498,121992,Net Banking
O01006,C0227,P059,2024-03-31,1,3153,3153,Cash
O01007,C0453,P091,2024-08-08,2,33209,66418,Card
O01008,C0160,P092,2024-02-26,4,32945,131780,Net Banking
O01009,C0338,P071,2024-08-28,5,38500,192500,Net Banking
O01010,C0288,P021,2024-07-19,5,4652,23260,Cash
O01011,C0254,P076,2024-12-12,4,41431,165724,Cash
O01012,C0393,P037,2024-01-15,3,5025,15075,UPI
O01013,C0066,P047,2024-10-25,3,54054,162162,UPI
O01014,C0392,P081,2024-02-19,3,25941,77823,Net Banking
O01015,C0177,P046,2024-01-29,4,24020,96080,Card
O01016,C0127,P031,2024-02-13,3,39832,119496,UPI
O01017,C0445,P040,2024-03-27,1,23124,23124,UPI
O01018,C0276,P042,2024-12-02,1,31206,31206,Net Banking
O01019,C0291,P066,2024-01-11,4,18473,73892,Net Banking
O01020,C0302,P003,2024-10-19,3,25755,77265,Net Banking
O01021,C0166,P074,2024-09-07,1,53974,53974,UPI
O01022,C0354,P087,2024-09-11,2,23017,46034,Cash
O01023,C0086,P079,2024-08-11,3,24811,74433,Card
O01024,C0255,P082,2024-10-01,1,56075,56075,Card
O01025,C0148,P034,2024-10-20,1,20485,20485,Net Banking
O01026,C0412,P029,2024-02-17,5,49685,248425,UPI
O01027,C0304,P044,2024-10-17,3,5408,16224,Net Banking
O01028,C0219,P027,2024-02-09,3,53143,159429,Cash
O01029,C0259,P039,2024-10-03,4,44480,177920,Cash
O01030,C0103,P054,2024-11-15,4,17466,69864,Net Banking
O01031,C0344,P098,2024-01-10,5,12835,64175,Card
O01032,C0296,P064,2024-08-27,2,44306,88612,Cash
O01033,C0480,P082,2024-11-10,5,54014,270070,Net Banking
O01034,C0479,P073,2024-04-12,1,35227,35227,Cash
O01035,C0237,P019,2024-12-16,2,10861,21722,Cash
O01036,C0433,P056,2024-02-02,4,21883,87532,Card
O01037,C0434,P053,2024-05-26,3,54982,164946,Card
O01038,C0132,P088,2024-07-26,5,16475,82375,Card
O01039,C0059,P020,2024-05-05,2,2815,5630,Cash
O01040,C0238,P063,2024-08-04,5,29582,147910,UPI
O01041,C0104,P021,2024-01-15,3,9941,29823,Cash
O01042,C0405,P036,2024-11-25,5,12533,62665,UPI
O01043,C0494,P093,2024-01-11,4,52264,209056,UPI
O01044,C0441,P011,2024-06-01,3,40426,121278,UPI
O01045,C0462,P053,2024-12-02,3,45018,135054,UPI
O01046,C0204,P093,2024-02-27,2,16469,32938,UPI
O01047,C0268,P086,2024-09-25,5,51797,258985,Cash
O01048,C0255,P012,2024-03-03,2,40309,80618,Cash
O01049,C0169,P075,2024-04-30,4,53811,215244,Net Banking
O01050,C0112,P019,2024-04-19,1,12478,12478,Cash
O01051,C0226,P053,2024-10-28,3,57551,172653,UPI
O01052,C0252,P069,2024-02-27,3,46850,140550,Cash
O01053,C0280,P055,2024-05-06,4,45743,182972,Cash
O01054,C0451,P019,2024-07-07,3,32144,96432,Cash
O01055,C0011,P083,2024-12-05,5,3281,16405,UPI
O01056,C0354,P086,2024-10-09,2,17579,35158,Net Banking
O01057,C0159,P082,2024-12-16,3,54231,162693,UPI
O01058,C0274,P031,2024-01-05,4,26458,105832,Net Banking
O01059,C0475,P033,2024-04-30,3,6914,20742,Cash
O01060,C0108,P021,2024-06-11,4,42376,169504,Net Banking
O01061,C0405,P005,2024-02-11,3,57783,173349,Net Banking
O01062,C0242,P095,2024-06-19,4,56126,224504,Net Banking
O01063,C0449,P013,2024-05-13,2,46775,93550,UPI
O01064,C0181,P054,2024-10-07,5,48790,243950,Cash
O01065,C0233,P089,2024-01-27,1,50936,50936,Card
O01066,C0323,P057,2024-07-24,2,1201,2402,Card
O01067,C0322,P040,2024-02-12,3,38736,116208,UPI
O01068,C0081,P032,2024-11-28,5,47764,238820,Card
O01069,C0434,P077,2024-06-12,4,52946,211784,Net Banking
O01070,C0245,P095,2024-03-29,2,18083,36166,Cash
O01071,C0410,P037,2024-07-31,2,6531,13062,Cash
O01072,C0094,P051,2024-10-19,4,55701,222804,Card
O01073,C0011,P003,2024-11-09,5,43408,217040,Card
O01074,C0465,P012,2024-05-14,4,13993,55972,Card
O01075,C0026,P052,2024-11-03,5,29108,145540,Cash
O01076,C0077,P012,2024-10-17,3,12149,36447,UPI
O01077,C0008,P092,2024-08-20,5,29518,147590,Net Banking
O01078,C0061,P029,2024-05-16,2,13487,26974,Cash
O01079,C0383,P064,2024-08-08,4,9532,38128,Card
O01080,C0308,P028,2024-12-12,3,48625,145875,Card
O01081,C0215,P024,2024-03-15,4,52934,211736,UPI
O01082,C0149,P034,2024-08-18,2,41480,82960,Card
O01083,C0190,P075,2024-01-06,4,6618,26472,Net Banking
O01084,C0069,P042,2024-04-18,4,46013,184052,Net Banking
O01085,C0363,P055,2024-02-07,5,17792,88960,UPI
O01086,C0286,P008,2024-04-30,1,22814,22814,Net Banking
O01087,C0466,P046,2024-11-02,5,44960,224800,UPI
O01088,C0003,P033,2024-07-14,5,41609,208045,Cash
O01089,C0203,P086,2024-10-13,3,9666,28998,UPI
O01090,C0298,P023,2024-09-14,3,12132,36396,Net Banking
O01091,C0477,P044,2024-02-15,4,9645,38580,Cash
O01092,C0364,P068,2024-05-13,4,10292,41168,UPI
O01093,C0161,P006,2024-05-23,2,33716,67432,Cash
O01094,C0475,P056,2024-05-14,3,58470,175410,Cash
O01095,C0265,P041,2024-03-25,4,59502,238008,Cash
O01096,C0378,P063,2024-12-02,2,37416,74832,Net Banking
O01097,C0028,P025,2024-04-27,2,4576,9152,Card
O01098,C0019,P061,2024-12-27,3,11718,35154,Net Banking
O01099,C0224,P015,2024-08-14,4,3673,14692,Cash
O01100,C0364,P072,2024-09-09,4,30999,123996,UPI
O01101,C0434,P093,2024-06-27,2,9103,18206,UPI
O01102,C0105,P037,2024-03-27,2,55719,111438,Cash
O01103,C0289,P085,2024-10-25,5,14919,74595,UPI
O01104,C0270,P099,2024-08-01,5,12833,64165,UPI
O01105,C0127,P099,2024-02-18,4,45361,181444,Cash
O01106,C0014,P037,2024-07-10,1,26832,26832,UPI
O01107,C0429,P042,2024-02-11,2,2892,5784,Net Banking
O01108,C0426,P091,2024-11-17,4,30756,123024,Cash
O01109,C0305,P085,2024-01-23,1,22589,22589,Net Banking
O01110,C0167,P094,2024-04-18,5,9475,47375,UPI
O01111,C0411,P083,2024-01-29,3,22179,66537,UPI
O01112,C0281,P078,2024-07-23,4,7065,28260,Cash
O01113,C0092,P031,2024-01-11,4,6845,27380,Card
O01114,C0084,P050,2024-11-27,4,19673,78692,Card
O01115,C0062,P039,2024-08-09,4,53500,214000,Cash
O01116,C0463,P088,2024-07-02,5,9604,48020,UPI
O01117,C0427,P048,2024-09-07,5,14098,70490,Net Banking
O01118,C0454,P050,2024-10-15,4,18595,74380,Net Banking
O01119,C0047,P097,2024-07-07,4,54149,216596,Card
O01120,C0223,P081,2024-01-21,4,7091,28364,Cash
O01121,C0499,P060,2024-12-17,2,43441,86882,Card
O01122,C0477,P064,2024-11-27,5,42258,211290,UPI
O01123,C0149,P060,2024-09-01,4,6189,24756,Cash
O01124,C0077,P017,2024-05-07,3,56151,168453,Net Banking
O01125,C0152,P073,2024-02-09,1,37109,37109,UPI
O01126,C0263,P014,2024-07-30,5,28847,144235,UPI
O01127,C0238,P085,2024-05-09,5,54269,271345,Cash
O01128,C0131,P075,2024-09-14,1,51374,51374,UPI
O01129,C0059,P095,2024-04-03,4,12767,51068,Net Banking
O01130,C0024,P011,2024-12-26,4,58459,233836,Cash
O01131,C0161,P076,2024-12-09,4,50633,202532,Net Banking
O01132,C0320,P034,2024-04-05,3,58104,174312,Card
O01133,C0095,P011,2024-12-10,5,17994,89970,UPI
O01134,C0223,P069,2024-07-21,1,1383,1383,UPI
O01135,C0007,P022,2024-12-20,4,31157,124628,Net Banking
O01136,C0445,P085,2024-09-06,5,48573,242865,Cash
O01137,C0317,P079,2024-12-10,3,46263,138789,Net Banking
O01138,C0412,P039,2024-03-10,1,9197,9197,UPI
O01139,C0098,P015,2024-04-06,1,46615,46615,UPI
O01140,C0108,P062,2024-05-03,2,43581,87162,Net Banking
O01141,C0432,P081,2024-02-14,5,13511,67555,Cash
O01142,C0395,P060,2024-08-04,2,32063,64126,UPI
O01143,C0060,P022,2024-12-25,2,49416,98832,Net Banking
O01144,C0494,P063,2024-08-18,4,2286,9144,Card
O01145,C0104,P038,2024-07-19,5,55358,276790,UPI
O01146,C0171,P002,2024-12-31,1,42314,42314,Net Banking
O01147,C0213,P064,2024-10-10,5,40048,200240,Cash
O01148,C0019,P063,2024-09-19,4,32857,131428,Net Banking
O01149,C0119,P092,2024-01-10,1,35623,35623,Net Banking
O01150,C0296,P041,2024-05-17,5,5162,25810,Net Banking
O01151,C0456,P061,2024-11-14,1,33426,33426,Cash
O01152,C0230,P090,2024-03-23,4,2363,9452,Cash
O01153,C0372,P025,2024-08-12,4,23534,94136,Card
O01154,C0260,P029,2024-06-22,5,45890,229450,Net Banking
O01155,C0068,P038,2024-12-10,4,28319,113276,Cash
O01156,C0408,P061,2024-04-16,2,41753,83506,Cash
O01157,C0354,P096,2024-09-04,1,44716,44716,Card
O01158,C0089,P026,2024-09-08,2,40698,81396,UPI
O01159,C0407,P054,2024-04-30,4,20900,83600,Card
O01160,C0286,P007,2024-05-13,1,24513,24513,Cash
O01161,C0347,P021,2024-09-14,2,55260,110520,UPI
O01162,C0414,P009,2024-02-28,3,29221,87663,Card
O01163,C0062,P072,2024-05-12,2,32874,65748,Cash
O01164,C0402,P046,2024-10-12,1,51468,51468,Cash
O01165,C0459,P020,2024-12-08,5,40602,203010,UPI
O01166,C0362,P007,2024-08-22,4,53362,213448,UPI
O01167,C0500,P014,2024-02-22,5,40954,204770,UPI
O01168,C0260,P014,2024-03-01,2,42282,84564,Card
O01169,C0467,P047,2024-05-29,2,48733,97466,Net Banking
O01170,C0391,P065,2024-02-20,4,49008,196032,Card
O01171,C0332,P047,2024-03-11,3,54684,164052,UPI
O01172,C0435,P026,2024-01-04,4,28246,112984,Card
O01173,C0428,P061,2024-09-15,3,19792,59376,Card
O01174,C0044,P035,2024-07-31,3,47871,143613,Cash
O01175,C0323,P086,2024-09-28,2,10935,21870,Net Banking
O01176,C0404,P030,2024-08-07,2,53544,107088,Net Banking
O01177,C0471,P053,2024-09-21,4,56862,227448,Cash
O01178,C0484,P004,2024-01-06,4,10541,42164,UPI
O01179,C0044,P044,2024-03-25,3,27322,81966,Net Banking
O01180,C0032,P051,2024-11-24,1,44265,44265,Card
O01181,C0463,P074,2024-12-31,1,42393,42393,Cash
O01182,C0215,P052,2024-06-04,5,58248,291240,Cash
O01183,C0466,P045,2024-05-23,1,55198,55198,Card
O01184,C0359,P052,2024-04-15,4,43197,172788,Net Banking
O01185,C0358,P045,2024-04-11,4,51816,207264,Cash
O01186,C0044,P005,2024-07-18,5,22921,114605,Card
O01187,C0267,P070,2024-02-17,3,15007,45021,Cash
O01188,C0267,P044,2024-01-15,2,2534,5068,Cash
O01189,C0124,P100,2024-08-04,3,48612,145836,UPI
O01190,C0375,P008,2024-11-17,3,18023,54069,Cash
O01191,C0064,P007,2024-06-01,1,30408,30408,UPI
O01192,C0233,P044,2024-10-24,2,53781,107562,Card
O01193,C0180,P039,2024-10-20,3,44707,134121,Card
O01194,C0366,P049,2024-05-06,5,49333,246665,UPI
O01195,C0168,P067,2024-07-03,5,13619,68095,Net Banking
O01196,C0051,P019,2024-07-29,4,55292,221168,UPI
O01197,C0048,P008,2024-03-07,4,59229,236916,Net Banking
O01198,C0110,P058,2024-12-12,1,25202,25202,Net Banking
O01199,C0302,P072,2024-07-21,5,52041,260205,Cash
O01200,C0300,P064,2024-12-18,4,29841,119364,Net Banking
O01201,C0375,P054,2024-09-15,2,10459,20918,Card
O01202,C0249,P092,2024-12-26,4,9479,37916,UPI
O01203,C0356,P028,2024-01-17,4,32021,128084,Card
O01204,C0484,P072,2024-11-04,3,8783,26349,Net Banking
O01205,C0057,P016,2024-05-28,3,38471,115413,UPI
O01206,C0268,P020,2024-06-05,1,25344,25344,Cash
O01207,C0156,P038,2024-03-14,4,2833,11332,Card
O01208,C0402,P076,2024-06-05,4,4188,16752,Cash
O01209,C0111,P024,2024-03-03,4,1136,4544,Cash
O01210,C0035,P006,2024-10-20,4,32534,130136,Cash
O01211,C0290,P058,2024-07-12,3,52206,156618,Net Banking
O01212,C0428,P093,2024-03-11,5,9703,48515,Net Banking
O01213,C0390,P058,2024-06-15,4,10763,43052,UPI
O01214,C0410,P080,2024-07-17,5,27845,139225,Card
O01215,C0461,P051,2024-01-24,3,36454,109362,Net Banking
O01216,C0377,P036,2024-03-25,1,57751,57751,UPI
O01217,C0293,P081,2024-11-26,3,37768,113304,UPI
O01218,C0330,P072,2024-11-12,1,13610,13610,UPI
O01219,C0491,P073,2024-08-31,5,13412,67060,UPI
O01220,C0062,P085,2024-01-10,5,12779,63895,Cash
O01221,C0403,P027,2024-12-27,2,55374,110748,Net Banking
O01222,C0044,P069,2024-07-24,5,21999,109995,UPI
O01223,C0252,P003,2024-04-02,3,29640,88920,Net Banking
O01224,C0013,P068,2024-05-11,3,26035,78105,UPI
O01225,C0059,P013,2024-05-26,5,12020,60100,Card
O01226,C0094,P033,2024-06-06,1,11107,11107,Net Banking
O01227,C0348,P022,2024-06-15,1,41270,41270,Card
O01228,C0014,P092,2024-07-18,1,20531,20531,UPI
O01229,C0164,P019,2024-06-14,4,59524,238096,Cash
O01230,C0193,P016,2024-05-02,1,14274,14274,Card
O01231,C0253,P066,2024-02-28,5,26234,131170,Cash
O01232,C0032,P041,2024-07-27,4,37249,148996,UPI
O01233,C0248,P004,2024-04-29,4,42519,170076,UPI
O01234,C0138,P071,2024-02-21,5,45243,226215,Card
O01235,C0391,P072,2024-10-17,2,20963,41926,Net Banking
O01236,C0229,P011,2024-03-13,5,14333,71665,Cash
O01237,C0277,P022,2024-08-04,2,36227,72454,Net Banking
O01238,C0022,P001,2024-11-13,4,55353,221412,Cash
O01239,C0335,P022,2024-09-03,1,4943,4943,Cash
O01240,C0307,P033,2024-11-19,4,24030,96120,Card
O01241,C0300,P066,2024-03-23,3,3980,11940,UPI
O01242,C0154,P012,2024-03-03,4,46772,187088,Card
O01243,C0372,P072,2024-08-09,3,58558,175674,Card
O01244,C0313,P065,2024-12-15,3,58929,176787,Cash
O01245,C0326,P034,2024-05-05,4,18892,75568,Cash
O01246,C0175,P027,2024-06-17,4,40289,161156,UPI
O01247,C0468,P089,2024-01-02,2,43365,86730,Net Banking
O01248,C0003,P002,2024-10-11,2,28077,56154,Net Banking
O01249,C0391,P051,2024-11-28,5,6318,31590,UPI
O01250,C0276,P004,2024-03-04,4,45056,180224,Cash
O01251,C0498,P049,2024-07-17,5,24459,122295,Card
O01252,C0430,P099,2024-08-24,1,9176,9176,Cash
O01253,C0480,P025,2024-04-23,4,1613,6452,UPI
O01254,C0389,P036,2024-02-16,3,13550,40650,Cash
O01255,C0414,P092,2024-09-09,2,16352,32704,Cash
O01256,C0019,P036,2024-12-27,4,47140,188560,Card
O01257,C0004,P026,2024-05-22,4,8270,33080,Net Banking
O01258,C0088,P071,2024-10-16,2,44243,88486,Card
O01259,C0034,P076,2024-02-03,2,49888,99776,Card
O01260,C0133,P073,2024-09-24,2,58737,117474,Cash
O01261,C0099,P087,2024-12-13,1,46415,46415,Cash
O01262,C0349,P072,2024-08-06,4,1128,4512,UPI
O01263,C0438,P042,2024-07-27,4,56334,225336,Cash
O01264,C0063,P088,2024-09-10,5,31578,157890,Cash
O01265,C0265,P098,2024-04-24,1,58920,58920,UPI
O01266,C0143,P054,2024-06-10,5,30416,152080,UPI
O01267,C0201,P025,2024-10-19,3,6361,19083,UPI
O01268,C0378,P029,2024-05-07,4,5878,23512,Card
O01269,C0085,P043,2024-11-16,3,5118,15354,UPI
O01270,C0015,P062,2024-01-13,4,53956,215824,Cash
O01271,C0431,P033,2024-08-30,2,8067,16134,Card
O01272,C0491,P044,2024-06-19,1,54846,54846,Card
O01273,C0484,P010,2024-08-12,5,41603,208015,UPI
O01274,C0321,P058,2024-02-13,5,9180,45900,UPI
O01275,C0470,P005,2024-12-21,4,21531,86124,UPI
O01276,C0401,P017,2024-08-14,1,53585,53585,UPI
O01277,C0155,P079,2024-02-22,4,5311,21244,UPI
O01278,C0287,P007,2024-07-14,3,56700,170100,Net Banking
O01279,C0050,P080,2024-11-02,4,16277,65108,UPI
O01280,C0233,P050,2024-08-07,4,53111,212444,UPI
O01281,C0174,P084,2024-09-21,1,30758,30758,Cash
O01282,C0301,P025,2024-01-07,1,7729,7729,UPI
O01283,C0304,P025,2024-11-22,5,9256,46280,Cash
O01284,C0182,P054,2024-11-13,4,48488,193952,Net Banking
O01285,C0096,P032,2024-01-23,2,53233,106466,UPI
O01286,C0066,P040,2024-09-19,5,29563,147815,Cash
O01287,C0160,P075,2024-03-15,5,51822,259110,Card
O01288,C0241,P040,2024-05-29,5,23472,117360,Cash
O01289,C0497,P002,2024-12-02,5,39432,197160,Card
O01290,C0030,P031,2024-10-13,5,54686,273430,UPI
O01291,C0217,P045,2024-11-23,2,14131,28262,Card
O01292,C0403,P009,2024-12-07,3,13409,40227,Net Banking
O01293,C0356,P089,2024-12-20,4,40306,161224,Cash
O01294,C0437,P075,2024-11-11,5,22997,114985,Cash
O01295,C0215,P043,2024-08-20,2,7871,15742,UPI
O01296,C0254,P029,2024-04-24,1,42862,42862,Card
O01297,C0239,P080,2024-09-03,2,16664,33328,Cash
O01298,C0414,P095,2024-07-23,4,14455,57820,Card
O01299,C0423,P001,2024-02-07,3,1648,4944,Cash
O01300,C0016,P072,2024-05-28,1,10332,10332,Net Banking
O01301,C0100,P081,2024-07-03,5,51169,255845,UPI
O01302,C0500,P004,2024-05-25,2,13964,27928,Card
O01303,C0113,P034,2024-10-10,2,23270,46540,Card
O01304,C0092,P026,2024-05-14,1,12539,12539,UPI
O01305,C0011,P087,2024-12-01,2,25833,51666,UPI
O01306,C0174,P027,2024-05-02,3,30897,92691,Cash
O01307,C0415,P048,2024-11-15,2,35532,71064,Net Banking
O01308,C0450,P092,2024-03-14,1,8765,8765,Card
O01309,C0407,P025,2024-07-12,2,35901,71802,Cash
O01310,C0163,P077,2024-05-05,4,42690,170760,UPI
O01311,C0391,P079,2024-10-01,5,13392,66960,Cash
O01312,C0405,P020,2024-01-28,3,17198,51594,Cash
O01313,C0447,P017,2024-09-07,5,39278,196390,Card
O01314,C0373,P011,2024-12-05,4,52838,211352,UPI
O01315,C0086,P066,2024-11-26,4,50237,200948,Cash
O01316,C0256,P067,2024-06-13,4,12730,50920,Cash
O01317,C0270,P089,2024-09-10,4,47900,191600,Net Banking
O01318,C0138,P075,2024-10-25,4,42818,171272,UPI
O01319,C0107,P029,2024-04-30,2,30627,61254,Net Banking
O01320,C0112,P040,2024-07-12,4,59242,236968,Card
O01321,C0479,P048,2024-02-13,3,37080,111240,Card
O01322,C0385,P011,2024-09-22,3,30131,90393,Cash
O01323,C0118,P075,2024-09-19,1,31490,31490,Cash
O01324,C0219,P058,2024-07-28,4,29344,117376,Cash
O01325,C0412,P064,2024-07-14,3,18892,56676,UPI
O01326,C0092,P057,2024-11-26,2,18407,36814,UPI
O01327,C0184,P011,2024-09-13,3,56220,168660,UPI
O01328,C0403,P036,2024-03-01,2,7449,14898,UPI
O01329,C0185,P005,2024-06-19,5,14127,70635,Card
O01330,C0346,P043,2024-12-15,3,20838,62514,Cash
O01331,C0098,P091,2024-10-05,5,10035,50175,Cash
O01332,C0005,P099,2024-06-26,3,19471,58413,Net Banking
O01333,C0485,P052,2024-12-01,5,50663,253315,UPI
O01334,C0242,P084,2024-03-17,5,50883,254415,Net Banking
O01335,C0117,P030,2024-04-29,2,32092,64184,Net Banking
O01336,C0370,P060,2024-02-13,3,52898,158694,Cash
O01337,C0434,P025,2024-12-23,4,51471,205884,Net Banking
O01338,C0108,P057,2024-10-12,4,56898,227592,UPI
O01339,C0192,P018,2024-03-06,5,58262,291310,Cash
O01340,C0483,P095,2024-12-03,1,33754,33754,Cash
O01341,C0174,P029,2024-12-17,4,28899,115596,Net Banking
O01342,C0391,P100,2024-06-15,5,20637,103185,UPI
O01343,C0291,P005,2024-06-18,2,11072,22144,Net Banking
O01344,C0196,P027,2024-09-30,4,5175,20700,Net Banking
O01345,C0097,P061,2024-10-18,1,22550,22550,Net Banking
O01346,C0328,P039,2024-02-23,1,12234,12234,Card
O01347,C0017,P089,2024-01-14,5,33021,165105,Card
O01348,C0102,P009,2024-04-15,4,19600,78400,Card
O01349,C0150,P085,2024-08-20,5,5586,27930,UPI
O01350,C0189,P067,2024-06-16,1,12260,12260,Net Banking
O01351,C0201,P021,2024-10-01,1,9463,9463,Net Banking
O01352,C0245,P096,2024-04-15,1,26493,26493,Card
O01353,C0446,P027,2024-12-29,3,29324,87972,Net Banking
O01354,C0082,P078,2024-10-27,5,21336,106680,Card
O01355,C0258,P092,2024-04-13,4,19051,76204,UPI
O01356,C0074,P058,2024-07-23,1,55039,55039,Card
O01357,C0270,P043,2024-09-08,5,58621,293105,Net Banking
O01358,C0237,P074,2024-02-16,1,49319,49319,Cash
O01359,C0331,P059,2024-12-30,3,46895,140685,Cash
O01360,C0201,P079,2024-05-07,2,28200,56400,Card
O01361,C0461,P080,2024-07-15,4,31004,124016,Card
O01362,C0358,P073,2024-12-23,1,26791,26791,UPI
O01363,C0123,P021,2024-11-17,3,58839,176517,Cash
O01364,C0342,P009,2024-07-29,2,33341,66682,UPI
O01365,C0189,P010,2024-06-15,1,34056,34056,Net Banking
O01366,C0231,P022,2024-09-16,3,14590,43770,UPI
O01367,C0237,P004,2024-12-21,1,42868,42868,Net Banking
O01368,C0196,P044,2024-04-09,4,57083,228332,Net Banking
O01369,C0020,P002,2024-12-29,3,8515,25545,Card
O01370,C0168,P086,2024-08-24,4,32769,131076,UPI
O01371,C0043,P071,2024-08-12,2,47765,95530,Card
O01372,C0242,P036,2024-01-10,2,12179,24358,UPI
O01373,C0091,P038,2024-07-19,1,36039,36039,Card
O01374,C0040,P086,2024-05-19,1,45392,45392,Card
O01375,C0226,P046,2024-12-31,2,15199,30398,UPI
O01376,C0458,P087,2024-08-14,5,15166,75830,UPI
O01377,C0429,P082,2024-12-05,5,43009,215045,UPI
O01378,C0200,P089,2024-01-27,3,30097,90291,UPI
O01379,C0025,P099,2024-04-13,4,51273,205092,Card
O01380,C0192,P031,2024-01-09,2,6989,13978,Net Banking
O01381,C0015,P002,2024-04-08,3,54774,164322,UPI
O01382,C0113,P013,2024-03-26,2,48448,96896,UPI
O01383,C0213,P066,2024-06-16,1,54452,54452,Cash
O01384,C0288,P081,2024-04-16,2,41938,83876,Net Banking
O01385,C0481,P055,2024-04-19,1,16231,16231,UPI
O01386,C0183,P042,2024-07-24,2,1982,3964,Cash
O01387,C0007,P050,2024-04-22,2,31066,62132,UPI
O01388,C0337,P036,2024-01-23,5,25181,125905,UPI
O01389,C0454,P028,2024-11-02,4,20761,83044,Net Banking
O01390,C0053,P092,2024-10-18,5,52856,264280,Card
O01391,C0129,P013,2024-11-19,5,22256,111280,Net Banking
O01392,C0348,P099,2024-03-30,2,22761,45522,Cash
O01393,C0436,P086,2024-06-20,4,5424,21696,UPI
O01394,C0312,P075,2024-09-18,4,26059,104236,Card
O01395,C0258,P076,2024-01-11,1,16244,16244,UPI
O01396,C0159,P031,2024-05-04,4,50626,202504,UPI
O01397,C0031,P018,2024-05-31,3,33684,101052,Card
O01398,C0078,P049,2024-01-20,2,43076,86152,Card
O01399,C0473,P093,2024-06-17,5,30080,150400,Card
O01400,C0143,P041,2024-07-31,1,35135,35135,Cash
O01401,C0385,P004,2024-06-18,2,56504,113008,Cash
O01402,C0125,P027,2024-12-06,5,4543,22715,Card
O01403,C0411,P088,2024-07-14,2,40850,81700,Cash
O01404,C0094,P057,2024-09-08,1,5234,5234,UPI
O01405,C0489,P025,2024-03-13,1,42573,42573,Card
O01406,C0065,P012,2024-10-08,2,39838,79676,Card
O01407,C0121,P065,2024-08-27,1,28934,28934,Cash
O01408,C0085,P093,2024-08-05,2,17051,34102,Card
O01409,C0311,P032,2024-10-22,3,19700,59100,Net Banking
O01410,C0496,P082,2024-09-03,2,18816,37632,UPI
O01411,C0487,P047,2024-03-26,4,25754,103016,Net Banking
O01412,C0226,P055,2024-08-09,5,40937,204685,Card
O01413,C0420,P062,2024-07-14,1,50933,50933,Net Banking
O01414,C0438,P011,2024-10-02,3,40005,120015,Card
O01415,C0284,P094,2024-07-13,2,17861,35722,Net Banking
O01416,C0157,P059,2024-10-14,3,25585,76755,Net Banking
O01417,C0037,P043,2024-08-28,2,47849,95698,Card
O01418,C0080,P025,2024-09-13,1,1841,1841,Cash
O01419,C0252,P052,2024-07-10,4,26863,107452,Net Banking
O01420,C0251,P040,2024-07-28,5,5668,28340,UPI
O01421,C0472,P016,2024-03-24,4,38067,152268,Card
O01422,C0391,P056,2024-06-27,3,51545,154635,Net Banking
O01423,C0326,P089,2024-01-30,3,46642,139926,Net Banking
O01424,C0475,P055,2024-09-01,2,16882,33764,UPI
O01425,C0472,P047,2024-12-06,1,46709,46709,Card
O01426,C0134,P078,2024-03-16,4,45634,182536,Cash
O01427,C0127,P078,2024-03-23,5,44424,222120,UPI
O01428,C0060,P099,2024-12-30,1,43231,43231,Net Banking
O01429,C0204,P091,2024-09-22,5,6265,31325,Card
O01430,C0449,P055,2024-08-06,2,55378,110756,Cash
O01431,C0355,P039,2024-12-03,5,35943,179715,Net Banking
O01432,C0301,P040,2024-02-15,4,50313,201252,UPI
O01433,C0326,P074,2024-03-14,3,54361,163083,Cash
O01434,C0384,P027,2024-06-06,4,46810,187240,UPI
O01435,C0087,P063,2024-02-05,1,7348,7348,Net Banking
O01436,C0269,P054,2024-08-08,3,49040,147120,Card
O01437,C0091,P048,2024-03-09,2,47140,94280,Card
O01438,C0250,P024,2024-08-18,5,8224,41120,Card
O01439,C0096,P026,2024-04-03,1,50146,50146,Card
O01440,C0133,P053,2024-11-15,4,42080,168320,UPI
